"Species","Reference","Population","Year","Country","Latitude","Longitude","Scarification","Stratification_days","Stratification_type","Stratification","Light","Photoperiod","Alternating","Tdif","Tmax","Tmin","Tmean","Temperature","Length.experiment","Germinated","Germinable"
"Pseudotsuga menziesii","Doody, P. O. R., C. (2005). ""Effect of moist chilling and priming treatments on the germination of Douglas-fir and noble fir seeds."" Seed Science and Technology 33(1): 63-76.","Three lots, Washington, USA",2004,"USA",46.7333333333333,-121.566666666667,"N","0","None","N","Y",8,"Y",10,30,20,23.3333333333333,25,28,118,150
"Pseudotsuga menziesii","Doody, P. O. R., C. (2005). ""Effect of moist chilling and priming treatments on the germination of Douglas-fir and noble fir seeds."" Seed Science and Technology 33(1): 63-76.","Three lots, Washington, USA",2004,"USA",46.7333333333333,-121.566666666667,"N","56","Cold","Y","Y",8,"N",0,15,15,15,15,28,128,150
"Pseudotsuga menziesii","Doody, P. O. R., C. (2005). ""Effect of moist chilling and priming treatments on the germination of Douglas-fir and noble fir seeds."" Seed Science and Technology 33(1): 63-76.","Three lots, Washington, USA",2004,"USA",46.7333333333333,-121.566666666667,"N","0","None","N","Y",8,"N",0,15,15,15,15,28,2,150
"Aristolochia macrophylla","Adams, C. A., et al. (2005). ""Trait stasis versus adaptation in disjunct relict species: evolutionary changes in seed dormancy-breaking and germination requirements in a subclade of <I>Aristolochia</I> subgenus <I>Siphisia</I> (<I>Piperales</I>)."" Seed Science Research 15(2): 161-173.","Pine Mountain in Letcher County, Kentucky",2000,"USA",37.05,-82.8666666666667,"N","0","None","N","Y",12,"Y",10,30,20,25,25,90,105,150
"Aristolochia macrophylla","Adams, C. A., et al. (2005). ""Trait stasis versus adaptation in disjunct relict species: evolutionary changes in seed dormancy-breaking and germination requirements in a subclade of <I>Aristolochia</I> subgenus <I>Siphisia</I> (<I>Piperales</I>)."" Seed Science Research 15(2): 161-173.","Pine Mountain in Letcher County, Kentucky",2000,"USA",37.05,-82.8666666666667,"N","0","None","N","Y",12,"Y",10,20,10,15,15,90,75,150
"Aristolochia macrophylla","Adams, C. A., et al. (2005). ""Trait stasis versus adaptation in disjunct relict species: evolutionary changes in seed dormancy-breaking and germination requirements in a subclade of <I>Aristolochia</I> subgenus <I>Siphisia</I> (<I>Piperales</I>)."" Seed Science Research 15(2): 161-173.","Pine Mountain in Letcher County, Kentucky",2000,"USA",37.05,-82.8666666666667,"N","0","None","N","Y",12,"Y",15,30,15,22.5,20,90,105,150
"Aristolochia macrophylla","Adams, C. A., et al. (2005). ""Trait stasis versus adaptation in disjunct relict species: evolutionary changes in seed dormancy-breaking and germination requirements in a subclade of <I>Aristolochia</I> subgenus <I>Siphisia</I> (<I>Piperales</I>)."" Seed Science Research 15(2): 161-173.","Pine Mountain in Letcher County, Kentucky",1999,"USA",37.05,-82.8666666666667,"N","84","Cold","Y","Y",12,"Y",10,25,15,20,20,60,150,150
"Aristolochia macrophylla","Adams, C. A., et al. (2005). ""Trait stasis versus adaptation in disjunct relict species: evolutionary changes in seed dormancy-breaking and germination requirements in a subclade of <I>Aristolochia</I> subgenus <I>Siphisia</I> (<I>Piperales</I>)."" Seed Science Research 15(2): 161-173.","Pine Mountain in Letcher County, Kentucky",2000,"USA",37.05,-82.8666666666667,"N","0","None","N","Y",12,"Y",10,25,15,20,20,90,94,150
"Aristolochia macrophylla","Adams, C. A., et al. (2005). ""Trait stasis versus adaptation in disjunct relict species: evolutionary changes in seed dormancy-breaking and germination requirements in a subclade of <I>Aristolochia</I> subgenus <I>Siphisia</I> (<I>Piperales</I>)."" Seed Science Research 15(2): 161-173.","Pine Mountain in Letcher County, Kentucky",2000,"USA",37.05,-82.8666666666667,"N","0","None","N","Y",12,"N",0,5,5,5,5,90,0,150
"Aristolochia macrophylla","Adams, C. A., et al. (2005). ""Trait stasis versus adaptation in disjunct relict species: evolutionary changes in seed dormancy-breaking and germination requirements in a subclade of <I>Aristolochia</I> subgenus <I>Siphisia</I> (<I>Piperales</I>)."" Seed Science Research 15(2): 161-173.","Pine Mountain in Letcher County, Kentucky",1999,"USA",37.05,-82.8666666666667,"N","0","None","N","Y",12,"Y",10,25,15,20,20,60,100,150
"Aristolochia macrophylla","Adams, C. A., et al. (2005). ""Trait stasis versus adaptation in disjunct relict species: evolutionary changes in seed dormancy-breaking and germination requirements in a subclade of <I>Aristolochia</I> subgenus <I>Siphisia</I> (<I>Piperales</I>)."" Seed Science Research 15(2): 161-173.","Pine Mountain in Letcher County, Kentucky",2000,"USA",37.05,-82.8666666666667,"N","0","None","N","Y",12,"Y",9,15,6,10.5,10,90,14,150
"Lotus corniculatus","Artola, A. C. C., G. (2005). ""Accelerated aging time estimation for birdsfoot trefoil seed."" Seed Science and Technology 33(2): 493-497.","Prosedel Semillas, Uruguay",2004,"Uruguay",-33.8166666666667,-56.1166666666667,"N","0","None","N",NA,NA,"N",0,20,20,20,20,NA,336,400
"Poa trivialis","Camberato, J. J. M., S. B. (2004). ""Salinity slows germination of rough bluegrass."" Hortscience 39(2): 394-397.","Several cultivars, Clemson University, South Carolina, USA",2003,"USA",34.6666666666667,-82.8333333333333,"N","0","None","N","Y",12,"Y",10,20,10,15,15,25,282,300
"Reynoutria japonica","Bram, M. R. M., James N. (2004). ""Seed germinability and its seasonal onset of Japanese knotweed (Polygonum cuspidatum)."" Weed Science 52(5): 759-767.","Carroll Park, Philadelphia, USA",2000,"USA",39.9666666666667,-75.2333333333333,"N","30","Cold","Y","Y",12,"Y",10,30,20,25,25,21,98,100
"Clematis vitalba","Picciau, R., et al. (2017). ""Can alternating temperature, moist chilling, and gibberellin interchangeably promote the completion of germination in Clematis vitalba seeds?"" Botany 95(8): 847-852.","Monte Padenteddu (Pula, Cagliari), Italy",2012,"Italy",39,8.98333333333333,"N","0","None","N","N",0,"N",0,25,25,25,25,120,0,120
"Clematis vitalba","Picciau, R., et al. (2017). ""Can alternating temperature, moist chilling, and gibberellin interchangeably promote the completion of germination in Clematis vitalba seeds?"" Botany 95(8): 847-852.","Monte Padenteddu (Pula, Cagliari), Italy",2012,"Italy",39,8.98333333333333,"N","90","Cold","Y","Y",12,"N",0,25,25,25,25,120,76,120
"Clematis vitalba","Picciau, R., et al. (2017). ""Can alternating temperature, moist chilling, and gibberellin interchangeably promote the completion of germination in Clematis vitalba seeds?"" Botany 95(8): 847-852.","Monte Padenteddu (Pula, Cagliari), Italy",2012,"Italy",39,8.98333333333333,"N","90","Cold","Y","Y",12,"N",0,5,5,5,5,120,66,120
"Clematis vitalba","Picciau, R., et al. (2017). ""Can alternating temperature, moist chilling, and gibberellin interchangeably promote the completion of germination in Clematis vitalba seeds?"" Botany 95(8): 847-852.","Monte Padenteddu (Pula, Cagliari), Italy",2012,"Italy",39,8.98333333333333,"N","90","Warm","Y","Y",12,"N",0,5,5,5,5,120,0,120
"Clematis vitalba","Picciau, R., et al. (2017). ""Can alternating temperature, moist chilling, and gibberellin interchangeably promote the completion of germination in Clematis vitalba seeds?"" Botany 95(8): 847-852.","Monte Padenteddu (Pula, Cagliari), Italy",2012,"Italy",39,8.98333333333333,"N","90","Warm","Y","Y",12,"N",0,10,10,10,10,120,2,120
"Clematis vitalba","Picciau, R., et al. (2017). ""Can alternating temperature, moist chilling, and gibberellin interchangeably promote the completion of germination in Clematis vitalba seeds?"" Botany 95(8): 847-852.","Monte Padenteddu (Pula, Cagliari), Italy",2012,"Italy",39,8.98333333333333,"N","0","None","N","Y",12,"N",0,10,10,10,10,120,0,120
"Clematis vitalba","Picciau, R., et al. (2017). ""Can alternating temperature, moist chilling, and gibberellin interchangeably promote the completion of germination in Clematis vitalba seeds?"" Botany 95(8): 847-852.","Monte Padenteddu (Pula, Cagliari), Italy",2012,"Italy",39,8.98333333333333,"N","0","None","N","Y",12,"Y",15,25,10,17.5,15,120,104,120
"Clematis vitalba","Picciau, R., et al. (2017). ""Can alternating temperature, moist chilling, and gibberellin interchangeably promote the completion of germination in Clematis vitalba seeds?"" Botany 95(8): 847-852.","Monte Padenteddu (Pula, Cagliari), Italy",2012,"Italy",39,8.98333333333333,"N","90","Cold","Y","Y",12,"N",0,20,20,20,20,120,71,120
"Clematis vitalba","Picciau, R., et al. (2017). ""Can alternating temperature, moist chilling, and gibberellin interchangeably promote the completion of germination in Clematis vitalba seeds?"" Botany 95(8): 847-852.","Monte Padenteddu (Pula, Cagliari), Italy",2012,"Italy",39,8.98333333333333,"N","0","None","N","N",0,"N",0,15,15,15,15,120,0,120
"Clematis vitalba","Picciau, R., et al. (2017). ""Can alternating temperature, moist chilling, and gibberellin interchangeably promote the completion of germination in Clematis vitalba seeds?"" Botany 95(8): 847-852.","Monte Padenteddu (Pula, Cagliari), Italy",2012,"Italy",39,8.98333333333333,"N","90","Warm","Y","Y",12,"N",0,15,15,15,15,120,0,120
"Clematis vitalba","Picciau, R., et al. (2017). ""Can alternating temperature, moist chilling, and gibberellin interchangeably promote the completion of germination in Clematis vitalba seeds?"" Botany 95(8): 847-852.","Monte Padenteddu (Pula, Cagliari), Italy",2012,"Italy",39,8.98333333333333,"N","0","None","N","Y",12,"N",0,25,25,25,25,120,0,120
"Clematis vitalba","Picciau, R., et al. (2017). ""Can alternating temperature, moist chilling, and gibberellin interchangeably promote the completion of germination in Clematis vitalba seeds?"" Botany 95(8): 847-852.","Monte Padenteddu (Pula, Cagliari), Italy",2012,"Italy",39,8.98333333333333,"N","90","Warm","Y","Y",12,"N",0,25,25,25,25,120,0,120
"Clematis vitalba","Picciau, R., et al. (2017). ""Can alternating temperature, moist chilling, and gibberellin interchangeably promote the completion of germination in Clematis vitalba seeds?"" Botany 95(8): 847-852.","Monte Padenteddu (Pula, Cagliari), Italy",2012,"Italy",39,8.98333333333333,"N","90","Cold","Y","Y",12,"N",0,15,15,15,15,120,89,120
"Clematis vitalba","Picciau, R., et al. (2017). ""Can alternating temperature, moist chilling, and gibberellin interchangeably promote the completion of germination in Clematis vitalba seeds?"" Botany 95(8): 847-852.","Monte Padenteddu (Pula, Cagliari), Italy",2012,"Italy",39,8.98333333333333,"N","90","Warm","Y","Y",12,"N",0,20,20,20,20,120,0,120
"Clematis vitalba","Picciau, R., et al. (2017). ""Can alternating temperature, moist chilling, and gibberellin interchangeably promote the completion of germination in Clematis vitalba seeds?"" Botany 95(8): 847-852.","Monte Padenteddu (Pula, Cagliari), Italy",2012,"Italy",39,8.98333333333333,"N","0","None","N","Y",12,"N",0,15,15,15,15,120,0,120
"Clematis vitalba","Picciau, R., et al. (2017). ""Can alternating temperature, moist chilling, and gibberellin interchangeably promote the completion of germination in Clematis vitalba seeds?"" Botany 95(8): 847-852.","Monte Padenteddu (Pula, Cagliari), Italy",2012,"Italy",39,8.98333333333333,"N","90","Cold","Y","Y",12,"Y",15,25,10,17.5,15,120,84,120
"Clematis vitalba","Picciau, R., et al. (2017). ""Can alternating temperature, moist chilling, and gibberellin interchangeably promote the completion of germination in Clematis vitalba seeds?"" Botany 95(8): 847-852.","Monte Padenteddu (Pula, Cagliari), Italy",2012,"Italy",39,8.98333333333333,"N","0","None","N","Y",12,"N",0,5,5,5,5,120,0,120
"Clematis vitalba","Picciau, R., et al. (2017). ""Can alternating temperature, moist chilling, and gibberellin interchangeably promote the completion of germination in Clematis vitalba seeds?"" Botany 95(8): 847-852.","Monte Padenteddu (Pula, Cagliari), Italy",2012,"Italy",39,8.98333333333333,"N","0","None","N","N",0,"N",0,10,10,10,10,120,1,120
"Clematis vitalba","Picciau, R., et al. (2017). ""Can alternating temperature, moist chilling, and gibberellin interchangeably promote the completion of germination in Clematis vitalba seeds?"" Botany 95(8): 847-852.","Monte Padenteddu (Pula, Cagliari), Italy",2012,"Italy",39,8.98333333333333,"N","0","None","N","N",0,"N",0,5,5,5,5,120,0,120
"Clematis vitalba","Picciau, R., et al. (2017). ""Can alternating temperature, moist chilling, and gibberellin interchangeably promote the completion of germination in Clematis vitalba seeds?"" Botany 95(8): 847-852.","Monte Padenteddu (Pula, Cagliari), Italy",2012,"Italy",39,8.98333333333333,"N","0","None","N","N",0,"N",0,20,20,20,20,120,0,120
"Clematis vitalba","Picciau, R., et al. (2017). ""Can alternating temperature, moist chilling, and gibberellin interchangeably promote the completion of germination in Clematis vitalba seeds?"" Botany 95(8): 847-852.","Monte Padenteddu (Pula, Cagliari), Italy",2012,"Italy",39,8.98333333333333,"N","0","None","N","Y",12,"N",0,20,20,20,20,120,0,120
"Clematis vitalba","Picciau, R., et al. (2017). ""Can alternating temperature, moist chilling, and gibberellin interchangeably promote the completion of germination in Clematis vitalba seeds?"" Botany 95(8): 847-852.","Monte Padenteddu (Pula, Cagliari), Italy",2012,"Italy",39,8.98333333333333,"N","0","None","N","N",0,"Y",15,25,10,17.5,15,120,103,120
"Clematis vitalba","Picciau, R., et al. (2017). ""Can alternating temperature, moist chilling, and gibberellin interchangeably promote the completion of germination in Clematis vitalba seeds?"" Botany 95(8): 847-852.","Monte Padenteddu (Pula, Cagliari), Italy",2012,"Italy",39,8.98333333333333,"N","90","Cold","Y","Y",12,"N",0,10,10,10,10,120,60,120
"Clematis vitalba","Picciau, R., et al. (2017). ""Can alternating temperature, moist chilling, and gibberellin interchangeably promote the completion of germination in Clematis vitalba seeds?"" Botany 95(8): 847-852.","Monte Padenteddu (Pula, Cagliari), Italy",2012,"Italy",39,8.98333333333333,"N","90","Warm","Y","Y",12,"Y",15,25,10,17.5,15,120,101,120
"Reynoutria japonica","Bram, M. R. M., James N. (2004). ""Seed germinability and its seasonal onset of Japanese knotweed (Polygonum cuspidatum)."" Weed Science 52(5): 759-767.","Tacony Creek Park, Philadelphia, USA",2000,"USA",40.0333333333333,-75.1,"N","30","Cold","Y","Y",12,"Y",10,30,20,25,25,21,98,100
"Reynoutria japonica","Bram, M. R. M., James N. (2004). ""Seed germinability and its seasonal onset of Japanese knotweed (Polygonum cuspidatum)."" Weed Science 52(5): 759-767.","Friends Hospital, Philadelphia, USA",2000,"USA",40.0166666666667,-75.1,"N","30","Cold","Y","Y",12,"Y",10,30,20,25,25,21,50,100
"Pseudotsuga menziesii","Gosling, P. G. (1988). ""THE EFFECT OF MOIST CHILLING ON THE SUBSEQUENT GERMINATION OF SOME TEMPERATE CONIFER SEEDS OVER A RANGE OF TEMPERATURES."" Journal of Seed Technology 12(1): 90-98.","Forestry Commission, UK",1987,"UK",53.1833333333333,-1.58333333333333,"N","21","Cold","Y","N",0,"N",0,35,35,35,35,21,12,400
"Pseudotsuga menziesii","Gosling, P. G. S., Y.; Peace, A. (2003). ""The effect of moisture content and prechill duration on dormancy breakage of Douglas fir seeds (<I>Pseudotsuga menziesii</I> var. <I>menziesii</I> [Mirb.] Franco)."" Seed Science Research 13(3): 239-246.","Forestry Commission, UK",2002,"UK",52.75,-0.433333333333333,"N","0","None","N","N",0,"N",0,35,35,35,35,42,0,100
"Pseudotsuga menziesii","Gosling, P. G. (1988). ""THE EFFECT OF MOIST CHILLING ON THE SUBSEQUENT GERMINATION OF SOME TEMPERATE CONIFER SEEDS OVER A RANGE OF TEMPERATURES."" Journal of Seed Technology 12(1): 90-98.","Forestry Commission, UK",1987,"UK",53.1833333333333,-1.58333333333333,"N","0","None","N","N",0,"N",0,10,10,10,10,21,4,400
"Pseudotsuga menziesii","Gosling, P. G. S., Y.; Peace, A. (2003). ""The effect of moisture content and prechill duration on dormancy breakage of Douglas fir seeds (<I>Pseudotsuga menziesii</I> var. <I>menziesii</I> [Mirb.] Franco)."" Seed Science Research 13(3): 239-246.","Forestry Commission, UK",2002,"UK",52.75,-0.433333333333333,"N","336","Cold","Y","N",0,"N",0,30,30,30,30,42,86,100
"Pseudotsuga menziesii","Gosling, P. G. (1988). ""THE EFFECT OF MOIST CHILLING ON THE SUBSEQUENT GERMINATION OF SOME TEMPERATE CONIFER SEEDS OVER A RANGE OF TEMPERATURES."" Journal of Seed Technology 12(1): 90-98.","Forestry Commission, UK",1987,"UK",53.1833333333333,-1.58333333333333,"N","0","None","N","N",0,"N",0,30,30,30,30,21,296,400
"Pinus sylvestris","Gosling, P. G. (1988). ""THE EFFECT OF MOIST CHILLING ON THE SUBSEQUENT GERMINATION OF SOME TEMPERATE CONIFER SEEDS OVER A RANGE OF TEMPERATURES."" Journal of Seed Technology 12(1): 90-98.","Forestry Commission, UK",1987,"UK",53.1833333333333,-1.58333333333333,"N","21","Cold","Y","N",0,"N",0,15,15,15,15,21,384,400
"Pinus sylvestris","Gosling, P. G. (1988). ""THE EFFECT OF MOIST CHILLING ON THE SUBSEQUENT GERMINATION OF SOME TEMPERATE CONIFER SEEDS OVER A RANGE OF TEMPERATURES."" Journal of Seed Technology 12(1): 90-98.","Forestry Commission, UK",1987,"UK",53.1833333333333,-1.58333333333333,"N","0","None","N","N",0,"N",0,40,40,40,40,21,212,400
"Pinus sylvestris","Gosling, P. G. (1988). ""THE EFFECT OF MOIST CHILLING ON THE SUBSEQUENT GERMINATION OF SOME TEMPERATE CONIFER SEEDS OVER A RANGE OF TEMPERATURES."" Journal of Seed Technology 12(1): 90-98.","Forestry Commission, UK",1987,"UK",53.1833333333333,-1.58333333333333,"N","0","None","N","N",0,"N",0,30,30,30,30,21,376,400
"Pseudotsuga menziesii","Gosling, P. G. S., Y.; Peace, A. (2003). ""The effect of moisture content and prechill duration on dormancy breakage of Douglas fir seeds (<I>Pseudotsuga menziesii</I> var. <I>menziesii</I> [Mirb.] Franco)."" Seed Science Research 13(3): 239-246.","Forestry Commission, UK",2002,"UK",52.75,-0.433333333333333,"N","0","None","N","N",0,"N",0,30,30,30,30,42,60,100
"Pseudotsuga menziesii","Gosling, P. G. (1988). ""THE EFFECT OF MOIST CHILLING ON THE SUBSEQUENT GERMINATION OF SOME TEMPERATE CONIFER SEEDS OVER A RANGE OF TEMPERATURES."" Journal of Seed Technology 12(1): 90-98.","Forestry Commission, UK",1987,"UK",53.1833333333333,-1.58333333333333,"N","21","Cold","Y","N",0,"N",0,30,30,30,30,21,332,400
"Pinus sylvestris","Gosling, P. G. (1988). ""THE EFFECT OF MOIST CHILLING ON THE SUBSEQUENT GERMINATION OF SOME TEMPERATE CONIFER SEEDS OVER A RANGE OF TEMPERATURES."" Journal of Seed Technology 12(1): 90-98.","Forestry Commission, UK",1987,"UK",53.1833333333333,-1.58333333333333,"N","0","None","N","N",0,"N",0,10,10,10,10,21,324,400
"Pinus sylvestris","Gosling, P. G. (1988). ""THE EFFECT OF MOIST CHILLING ON THE SUBSEQUENT GERMINATION OF SOME TEMPERATE CONIFER SEEDS OVER A RANGE OF TEMPERATURES."" Journal of Seed Technology 12(1): 90-98.","Forestry Commission, UK",1987,"UK",53.1833333333333,-1.58333333333333,"N","0","None","N","N",0,"N",0,25,25,25,25,21,384,400
"Pseudotsuga menziesii","Gosling, P. G. (1988). ""THE EFFECT OF MOIST CHILLING ON THE SUBSEQUENT GERMINATION OF SOME TEMPERATE CONIFER SEEDS OVER A RANGE OF TEMPERATURES."" Journal of Seed Technology 12(1): 90-98.","Forestry Commission, UK",1987,"UK",53.1833333333333,-1.58333333333333,"N","21","Cold","Y","N",0,"N",0,15,15,15,15,21,148,400
"Pseudotsuga menziesii","Gosling, P. G. S., Y.; Peace, A. (2003). ""The effect of moisture content and prechill duration on dormancy breakage of Douglas fir seeds (<I>Pseudotsuga menziesii</I> var. <I>menziesii</I> [Mirb.] Franco)."" Seed Science Research 13(3): 239-246.","Forestry Commission, UK",2002,"UK",52.75,-0.433333333333333,"N","0","None","N","N",0,"N",0,10,10,10,10,42,0,100
"Pseudotsuga menziesii","Gosling, P. G. S., Y.; Peace, A. (2003). ""The effect of moisture content and prechill duration on dormancy breakage of Douglas fir seeds (<I>Pseudotsuga menziesii</I> var. <I>menziesii</I> [Mirb.] Franco)."" Seed Science Research 13(3): 239-246.","Forestry Commission, UK",2002,"UK",52.75,-0.433333333333333,"N","336","Cold","Y","N",0,"N",0,25,25,25,25,42,89,100
"Pseudotsuga menziesii","Gosling, P. G. S., Y.; Peace, A. (2003). ""The effect of moisture content and prechill duration on dormancy breakage of Douglas fir seeds (<I>Pseudotsuga menziesii</I> var. <I>menziesii</I> [Mirb.] Franco)."" Seed Science Research 13(3): 239-246.","Forestry Commission, UK",2002,"UK",52.75,-0.433333333333333,"N","336","Cold","Y","N",0,"N",0,15,15,15,15,42,91,100
"Pseudotsuga menziesii","Gosling, P. G. (1988). ""THE EFFECT OF MOIST CHILLING ON THE SUBSEQUENT GERMINATION OF SOME TEMPERATE CONIFER SEEDS OVER A RANGE OF TEMPERATURES."" Journal of Seed Technology 12(1): 90-98.","Forestry Commission, UK",1987,"UK",53.1833333333333,-1.58333333333333,"N","0","None","N","N",0,"N",0,25,25,25,25,21,256,400
"Quercus robur","Gosling, P. G. (1989). ""The Effect of Drying Quercus robur Acorns to Different Moisture Contents, followed by Storage, either with or without Imbibition."" Forestry 62(1): 41-50.","Forestry Commission, UK",1988,"UK",53.1833333333333,-1.58333333333333,"N","0","None","N","Y",8,"Y",10,30,20,23.3333333333333,25,105,155,200
"Pseudotsuga menziesii","Gosling, P. G. (1988). ""THE EFFECT OF MOIST CHILLING ON THE SUBSEQUENT GERMINATION OF SOME TEMPERATE CONIFER SEEDS OVER A RANGE OF TEMPERATURES."" Journal of Seed Technology 12(1): 90-98.","Forestry Commission, UK",1987,"UK",53.1833333333333,-1.58333333333333,"N","0","None","N","N",0,"N",0,20,20,20,20,21,140,400
"Pseudotsuga menziesii","Gosling, P. G. S., Y.; Peace, A. (2003). ""The effect of moisture content and prechill duration on dormancy breakage of Douglas fir seeds (<I>Pseudotsuga menziesii</I> var. <I>menziesii</I> [Mirb.] Franco)."" Seed Science Research 13(3): 239-246.","Forestry Commission, UK",2002,"UK",52.75,-0.433333333333333,"N","0","None","N","N",0,"N",0,15,15,15,15,42,4,100
"Pinus sylvestris","Gosling, P. G. (1988). ""THE EFFECT OF MOIST CHILLING ON THE SUBSEQUENT GERMINATION OF SOME TEMPERATE CONIFER SEEDS OVER A RANGE OF TEMPERATURES."" Journal of Seed Technology 12(1): 90-98.","Forestry Commission, UK",1987,"UK",53.1833333333333,-1.58333333333333,"N","0","None","N","N",0,"N",0,20,20,20,20,21,388,400
"Pseudotsuga menziesii","Gosling, P. G. S., Y.; Peace, A. (2003). ""The effect of moisture content and prechill duration on dormancy breakage of Douglas fir seeds (<I>Pseudotsuga menziesii</I> var. <I>menziesii</I> [Mirb.] Franco)."" Seed Science Research 13(3): 239-246.","Forestry Commission, UK",2002,"UK",52.75,-0.433333333333333,"N","336","Cold","Y","N",0,"N",0,10,10,10,10,42,95,100
"Pseudotsuga menziesii","Gosling, P. G. S., Y.; Peace, A. (2003). ""The effect of moisture content and prechill duration on dormancy breakage of Douglas fir seeds (<I>Pseudotsuga menziesii</I> var. <I>menziesii</I> [Mirb.] Franco)."" Seed Science Research 13(3): 239-246.","Forestry Commission, UK",2002,"UK",52.75,-0.433333333333333,"N","336","Cold","Y","N",0,"N",0,20,20,20,20,42,90,100
"Pinus sylvestris","Gosling, P. G. (1988). ""THE EFFECT OF MOIST CHILLING ON THE SUBSEQUENT GERMINATION OF SOME TEMPERATE CONIFER SEEDS OVER A RANGE OF TEMPERATURES."" Journal of Seed Technology 12(1): 90-98.","Forestry Commission, UK",1987,"UK",53.1833333333333,-1.58333333333333,"N","21","Cold","Y","N",0,"N",0,35,35,35,35,21,164,400
"Pinus sylvestris","Gosling, P. G. (1988). ""THE EFFECT OF MOIST CHILLING ON THE SUBSEQUENT GERMINATION OF SOME TEMPERATE CONIFER SEEDS OVER A RANGE OF TEMPERATURES."" Journal of Seed Technology 12(1): 90-98.","Forestry Commission, UK",1987,"UK",53.1833333333333,-1.58333333333333,"N","21","Cold","Y","N",0,"N",0,10,10,10,10,21,376,400
"Pinus sylvestris","Gosling, P. G. (1988). ""THE EFFECT OF MOIST CHILLING ON THE SUBSEQUENT GERMINATION OF SOME TEMPERATE CONIFER SEEDS OVER A RANGE OF TEMPERATURES."" Journal of Seed Technology 12(1): 90-98.","Forestry Commission, UK",1987,"UK",53.1833333333333,-1.58333333333333,"N","21","Cold","Y","N",0,"N",0,25,25,25,25,21,380,400
"Pseudotsuga menziesii","Gosling, P. G. (1988). ""THE EFFECT OF MOIST CHILLING ON THE SUBSEQUENT GERMINATION OF SOME TEMPERATE CONIFER SEEDS OVER A RANGE OF TEMPERATURES."" Journal of Seed Technology 12(1): 90-98.","Forestry Commission, UK",1987,"UK",53.1833333333333,-1.58333333333333,"N","0","None","N","N",0,"N",0,35,35,35,35,21,0,400
"Pinus sylvestris","Gosling, P. G. (1988). ""THE EFFECT OF MOIST CHILLING ON THE SUBSEQUENT GERMINATION OF SOME TEMPERATE CONIFER SEEDS OVER A RANGE OF TEMPERATURES."" Journal of Seed Technology 12(1): 90-98.","Forestry Commission, UK",1987,"UK",53.1833333333333,-1.58333333333333,"N","21","Cold","Y","N",0,"N",0,30,30,30,30,21,364,400
"Pseudotsuga menziesii","Gosling, P. G. S., Y.; Peace, A. (2003). ""The effect of moisture content and prechill duration on dormancy breakage of Douglas fir seeds (<I>Pseudotsuga menziesii</I> var. <I>menziesii</I> [Mirb.] Franco)."" Seed Science Research 13(3): 239-246.","Forestry Commission, UK",2002,"UK",52.75,-0.433333333333333,"N","0","None","N","N",0,"N",0,20,20,20,20,42,30,100
"Pseudotsuga menziesii","Gosling, P. G. (1988). ""THE EFFECT OF MOIST CHILLING ON THE SUBSEQUENT GERMINATION OF SOME TEMPERATE CONIFER SEEDS OVER A RANGE OF TEMPERATURES."" Journal of Seed Technology 12(1): 90-98.","Forestry Commission, UK",1987,"UK",53.1833333333333,-1.58333333333333,"N","0","None","N","N",0,"N",0,15,15,15,15,21,12,400
"Pinus sylvestris","Gosling, P. G. (1988). ""THE EFFECT OF MOIST CHILLING ON THE SUBSEQUENT GERMINATION OF SOME TEMPERATE CONIFER SEEDS OVER A RANGE OF TEMPERATURES."" Journal of Seed Technology 12(1): 90-98.","Forestry Commission, UK",1987,"UK",53.1833333333333,-1.58333333333333,"N","0","None","N","N",0,"N",0,15,15,15,15,21,400,400
"Pseudotsuga menziesii","Gosling, P. G. S., Y.; Peace, A. (2003). ""The effect of moisture content and prechill duration on dormancy breakage of Douglas fir seeds (<I>Pseudotsuga menziesii</I> var. <I>menziesii</I> [Mirb.] Franco)."" Seed Science Research 13(3): 239-246.","Forestry Commission, UK",2002,"UK",52.75,-0.433333333333333,"N","336","Cold","Y","N",0,"N",0,35,35,35,35,42,82,100
"Pseudotsuga menziesii","Gosling, P. G. (1988). ""THE EFFECT OF MOIST CHILLING ON THE SUBSEQUENT GERMINATION OF SOME TEMPERATE CONIFER SEEDS OVER A RANGE OF TEMPERATURES."" Journal of Seed Technology 12(1): 90-98.","Forestry Commission, UK",1987,"UK",53.1833333333333,-1.58333333333333,"N","21","Cold","Y","N",0,"N",0,10,10,10,10,21,36,400
"Pseudotsuga menziesii","Gosling, P. G. S., Y.; Peace, A. (2003). ""The effect of moisture content and prechill duration on dormancy breakage of Douglas fir seeds (<I>Pseudotsuga menziesii</I> var. <I>menziesii</I> [Mirb.] Franco)."" Seed Science Research 13(3): 239-246.","Forestry Commission, UK",2002,"UK",52.75,-0.433333333333333,"N","0","None","N","N",0,"N",0,25,25,25,25,42,79,100
"Pinus sylvestris","Gosling, P. G. (1988). ""THE EFFECT OF MOIST CHILLING ON THE SUBSEQUENT GERMINATION OF SOME TEMPERATE CONIFER SEEDS OVER A RANGE OF TEMPERATURES."" Journal of Seed Technology 12(1): 90-98.","Forestry Commission, UK",1987,"UK",53.1833333333333,-1.58333333333333,"N","21","Cold","Y","N",0,"N",0,20,20,20,20,21,372,400
