"Species","Reference","Population","Year","Country","Latitude","Longitude","Scarification","Stratification_days","Stratification_type","Stratification","Light","Photoperiod","Alternating","Tdif","Tmax","Tmin","Tmean","Temperature","Length.experiment","Germinated","Germinable"
"Pinus taeda","Zhang, Z. and F. Yu (2019). ""Effects of Salt Stress on Seed Germination of Four Ornamental Non-Halophyte Species."" International Journal of Agriculture and Biology 21(1): 47-53.","Ji’an, Jiangxi Province, PR China",2011,"China",27.1,114.983333333333,"N","0","None","N","Y",24,"N",0,25,25,25,25,31,220,400
"Fraxinus chinensis","Zhang, Z. and F. Yu (2019). ""Effects of Salt Stress on Seed Germination of Four Ornamental Non-Halophyte Species."" International Journal of Agriculture and Biology 21(1): 47-53.","Ji’an, Jiangxi Province, PR China",2011,"China",27.1,114.983333333333,"N","0","None","N","Y",24,"N",0,25,25,25,25,31,300,400
"Solidago virgaurea","Pliszko, A. and K. Kostrakiewicz-Gieralt (2018). ""Effect of cold stratification on seed germination in Solidago x niederederi (Asteraceae) and its parental species."" Biologia (Bratisl) 73(10): 945-950.","Warsaw, Poland",2016,"Poland",42.1157666666667,20.9922333333333,"N","84","Cold","Y","Y",12,"N",0,25,25,25,25,21,189,300
"Solidago virgaurea","Pliszko, A. and K. Kostrakiewicz-Gieralt (2018). ""Effect of cold stratification on seed germination in Solidago x niederederi (Asteraceae) and its parental species."" Biologia (Bratisl) 73(10): 945-950.","Warsaw, Poland",2016,"Poland",42.1157666666667,20.9922333333333,"N","84","Warm","Y","Y",12,"N",0,25,25,25,25,21,141,300
"Juglans nigra","Flores, P., et al. (2017). ""Ruptura de la dormición y exigencias de luz para la germinación de semillas de Juglans nigra."" Fave. Sección ciencias agrarias 16(2): 33-46.","Unknown, experiment in Zavalla, Santa Fe, Argentina",2016,"Argentina",-33.0166666666667,-60.8833333333333,"N","90","Cold","Y","N",0,"Y",10,30,20,25,25,28,196,400
"Juglans nigra","Flores, P., et al. (2017). ""Ruptura de la dormición y exigencias de luz para la germinación de semillas de Juglans nigra."" Fave. Sección ciencias agrarias 16(2): 33-46.","Unknown, experiment in Zavalla, Santa Fe, Argentina",2016,"Argentina",-33.0166666666667,-60.8833333333333,"N","120","Cold","Y","N",0,"Y",10,30,20,25,25,28,388,400
"Juglans nigra","Flores, P., et al. (2017). ""Ruptura de la dormición y exigencias de luz para la germinación de semillas de Juglans nigra."" Fave. Sección ciencias agrarias 16(2): 33-46.","Unknown, experiment in Zavalla, Santa Fe, Argentina",2016,"Argentina",-33.0166666666667,-60.8833333333333,"N","90","Cold","Y","Y",8,"Y",10,30,20,23.3333333333333,25,28,132,400
"Juglans nigra","Flores, P., et al. (2017). ""Ruptura de la dormición y exigencias de luz para la germinación de semillas de Juglans nigra."" Fave. Sección ciencias agrarias 16(2): 33-46.","Unknown, experiment in Zavalla, Santa Fe, Argentina",2016,"Argentina",-33.0166666666667,-60.8833333333333,"N","120","Cold","Y","Y",8,"Y",10,30,20,23.3333333333333,25,28,320,400
"Abies cephalonica","Daskalakou, E. N., et al. (2017). ""Interannual variability of germination and cone/seed morphometric characteristics in the endemic Grecian fir (Abies cephalonica) over an 8-year-long study."" Seed Science Research 28(01): 24-33.","Parnitha NP fir forest, Greece",2015,"Greece",38.1666666666667,23.7166666666667,"N","0","None","N","N",0,"N",0,5,5,5,5,105,96,100
"Abies cephalonica","Daskalakou, E. N., et al. (2017). ""Interannual variability of germination and cone/seed morphometric characteristics in the endemic Grecian fir (Abies cephalonica) over an 8-year-long study."" Seed Science Research 28(01): 24-33.","Parnitha NP fir forest, Greece",2015,"Greece",38.1666666666667,23.7166666666667,"N","0","None","N","N",0,"N",0,15,15,15,15,105,8,100
"Abies cephalonica","Daskalakou, E. N., et al. (2017). ""Interannual variability of germination and cone/seed morphometric characteristics in the endemic Grecian fir (Abies cephalonica) over an 8-year-long study."" Seed Science Research 28(01): 24-33.","Parnitha NP fir forest, Greece",2015,"Greece",38.1666666666667,23.7166666666667,"N","0","None","N","N",0,"N",0,20,20,20,20,105,42,100
"Abies cephalonica","Daskalakou, E. N., et al. (2017). ""Interannual variability of germination and cone/seed morphometric characteristics in the endemic Grecian fir (Abies cephalonica) over an 8-year-long study."" Seed Science Research 28(01): 24-33.","Parnitha NP fir forest, Greece",2015,"Greece",38.1666666666667,23.7166666666667,"N","0","None","N","N",0,"Y",10,20,10,15,15,105,44,100
"Abies cephalonica","Daskalakou, E. N., et al. (2017). ""Interannual variability of germination and cone/seed morphometric characteristics in the endemic Grecian fir (Abies cephalonica) over an 8-year-long study."" Seed Science Research 28(01): 24-33.","Parnitha NP fir forest, Greece",2015,"Greece",38.1666666666667,23.7166666666667,"N","0","None","N","Y",12,"Y",10,30,20,25,25,105,88,100
"Abies cephalonica","Daskalakou, E. N., et al. (2017). ""Interannual variability of germination and cone/seed morphometric characteristics in the endemic Grecian fir (Abies cephalonica) over an 8-year-long study."" Seed Science Research 28(01): 24-33.","Parnitha NP fir forest, Greece",2015,"Greece",38.1666666666667,23.7166666666667,"N","0","None","N","Y",12,"N",0,5,5,5,5,105,98,100
"Abies cephalonica","Daskalakou, E. N., et al. (2017). ""Interannual variability of germination and cone/seed morphometric characteristics in the endemic Grecian fir (Abies cephalonica) over an 8-year-long study."" Seed Science Research 28(01): 24-33.","Parnitha NP fir forest, Greece",2015,"Greece",38.1666666666667,23.7166666666667,"N","0","None","N","N",0,"N",0,10,10,10,10,105,90,100
"Abies cephalonica","Daskalakou, E. N., et al. (2017). ""Interannual variability of germination and cone/seed morphometric characteristics in the endemic Grecian fir (Abies cephalonica) over an 8-year-long study."" Seed Science Research 28(01): 24-33.","Parnitha NP fir forest, Greece",2015,"Greece",38.1666666666667,23.7166666666667,"N","0","None","N","Y",12,"N",0,15,15,15,15,105,81,100
"Abies cephalonica","Daskalakou, E. N., et al. (2017). ""Interannual variability of germination and cone/seed morphometric characteristics in the endemic Grecian fir (Abies cephalonica) over an 8-year-long study."" Seed Science Research 28(01): 24-33.","Parnitha NP fir forest, Greece",2015,"Greece",38.1666666666667,23.7166666666667,"N","0","None","N","Y",12,"N",0,25,25,25,25,105,81,100
"Abies cephalonica","Daskalakou, E. N., et al. (2017). ""Interannual variability of germination and cone/seed morphometric characteristics in the endemic Grecian fir (Abies cephalonica) over an 8-year-long study."" Seed Science Research 28(01): 24-33.","Parnitha NP fir forest, Greece",2015,"Greece",38.1666666666667,23.7166666666667,"N","0","None","N","Y",12,"Y",10,20,10,15,15,105,73,100
"Abies cephalonica","Daskalakou, E. N., et al. (2017). ""Interannual variability of germination and cone/seed morphometric characteristics in the endemic Grecian fir (Abies cephalonica) over an 8-year-long study."" Seed Science Research 28(01): 24-33.","Parnitha NP fir forest, Greece",2015,"Greece",38.1666666666667,23.7166666666667,"N","0","None","N","N",0,"N",0,25,25,25,25,105,88,100
"Abies cephalonica","Daskalakou, E. N., et al. (2017). ""Interannual variability of germination and cone/seed morphometric characteristics in the endemic Grecian fir (Abies cephalonica) over an 8-year-long study."" Seed Science Research 28(01): 24-33.","Parnitha NP fir forest, Greece",2015,"Greece",38.1666666666667,23.7166666666667,"N","0","None","N","Y",12,"N",0,10,10,10,10,105,92,100
"Abies cephalonica","Daskalakou, E. N., et al. (2017). ""Interannual variability of germination and cone/seed morphometric characteristics in the endemic Grecian fir (Abies cephalonica) over an 8-year-long study."" Seed Science Research 28(01): 24-33.","Parnitha NP fir forest, Greece",2015,"Greece",38.1666666666667,23.7166666666667,"N","0","None","N","Y",12,"N",0,20,20,20,20,105,92,100
"Abies cephalonica","Daskalakou, E. N., et al. (2017). ""Interannual variability of germination and cone/seed morphometric characteristics in the endemic Grecian fir (Abies cephalonica) over an 8-year-long study."" Seed Science Research 28(01): 24-33.","Parnitha NP fir forest, Greece",2015,"Greece",38.1666666666667,23.7166666666667,"N","0","None","N","N",0,"Y",10,30,20,25,25,105,87,100
"Abies balsamea","Connolly, B. M., et al. (2017). ""Interactive Effects of Contact Fungicide and Cold Stratification on the Germination Rate for Five Dominant Temperate Tree Species."" Forest Science 63(3): 303-309.","Wisconsin Department of Natural Resources Griffith State Nursery, Wisconsin, USA",2011,"USA",44.35,-89.8166666666667,"N","56","Cold","Y","Y",12,"Y",10,25,15,20,20,28,5,50
"Acer saccharum","Connolly, B. M., et al. (2017). ""Interactive Effects of Contact Fungicide and Cold Stratification on the Germination Rate for Five Dominant Temperate Tree Species."" Forest Science 63(3): 303-309.","Wisconsin Department of Natural Resources Griffith State Nursery, Wisconsin, USA",2011,"USA",44.35,-89.8166666666667,"N","0","None","N","Y",12,"N",0,0.9,0.9,0.9,0,62,13,50
"Picea glauca","Connolly, B. M., et al. (2017). ""Interactive Effects of Contact Fungicide and Cold Stratification on the Germination Rate for Five Dominant Temperate Tree Species."" Forest Science 63(3): 303-309.","Wisconsin Department of Natural Resources Griffith State Nursery, Wisconsin, USA",2011,"USA",44.35,-89.8166666666667,"N","0","None","N","Y",12,"Y",10,25,15,20,20,28,38,50
"Pinus resinosa","Connolly, B. M., et al. (2017). ""Interactive Effects of Contact Fungicide and Cold Stratification on the Germination Rate for Five Dominant Temperate Tree Species."" Forest Science 63(3): 303-309.","Wisconsin Department of Natural Resources Griffith State Nursery, Wisconsin, USA",2011,"USA",44.35,-89.8166666666667,"N","56","Cold","Y","Y",12,"Y",10,25,15,20,20,28,50,50
"Acer saccharum","Connolly, B. M., et al. (2017). ""Interactive Effects of Contact Fungicide and Cold Stratification on the Germination Rate for Five Dominant Temperate Tree Species."" Forest Science 63(3): 303-309.","Wisconsin Department of Natural Resources Griffith State Nursery, Wisconsin, USA",2011,"USA",44.35,-89.8166666666667,"N","30","Cold","Y","Y",12,"N",0,0.9,0.9,0.9,0,62,21,50
"Abies balsamea","Connolly, B. M., et al. (2017). ""Interactive Effects of Contact Fungicide and Cold Stratification on the Germination Rate for Five Dominant Temperate Tree Species."" Forest Science 63(3): 303-309.","Wisconsin Department of Natural Resources Griffith State Nursery, Wisconsin, USA",2011,"USA",44.35,-89.8166666666667,"N","0","None","N","Y",12,"Y",10,25,15,20,20,28,2,50
"Pinus resinosa","Connolly, B. M., et al. (2017). ""Interactive Effects of Contact Fungicide and Cold Stratification on the Germination Rate for Five Dominant Temperate Tree Species."" Forest Science 63(3): 303-309.","Wisconsin Department of Natural Resources Griffith State Nursery, Wisconsin, USA",2011,"USA",44.35,-89.8166666666667,"N","0","None","N","Y",12,"Y",10,25,15,20,20,28,49,50
"Pinus strobus","Connolly, B. M., et al. (2017). ""Interactive Effects of Contact Fungicide and Cold Stratification on the Germination Rate for Five Dominant Temperate Tree Species."" Forest Science 63(3): 303-309.","Wisconsin Department of Natural Resources Griffith State Nursery, Wisconsin, USA",2011,"USA",44.35,-89.8166666666667,"N","56","Cold","Y","Y",12,"Y",10,25,15,20,20,28,42,50
"Pinus strobus","Connolly, B. M., et al. (2017). ""Interactive Effects of Contact Fungicide and Cold Stratification on the Germination Rate for Five Dominant Temperate Tree Species."" Forest Science 63(3): 303-309.","Wisconsin Department of Natural Resources Griffith State Nursery, Wisconsin, USA",2011,"USA",44.35,-89.8166666666667,"N","0","None","N","Y",12,"Y",10,25,15,20,20,28,34,50
"Picea glauca","Connolly, B. M., et al. (2017). ""Interactive Effects of Contact Fungicide and Cold Stratification on the Germination Rate for Five Dominant Temperate Tree Species."" Forest Science 63(3): 303-309.","Wisconsin Department of Natural Resources Griffith State Nursery, Wisconsin, USA",2011,"USA",44.35,-89.8166666666667,"N","56","Cold","Y","Y",12,"Y",10,25,15,20,20,28,38,50
"Dactylis glomerata","Butler, T. J., et al. (2017). ""Germination in Cool-Season Forage Grasses under a Range of Temperatures."" Crop Science 57(3): 1725-1731.","NFOG 101, Samuel Roberts Noble Foundation, Oklahoma, USA",2011,"USA",34.1666666666667,-97.1666666666667,"N","0","None","N","Y",13,"N",0,20,20,20,20,14,212,400
"Dactylis glomerata","Butler, T. J., et al. (2017). ""Germination in Cool-Season Forage Grasses under a Range of Temperatures."" Crop Science 57(3): 1725-1731.","NFOG 101, Samuel Roberts Noble Foundation, Oklahoma, USA",2011,"USA",34.1666666666667,-97.1666666666667,"N","0","None","N","Y",13,"N",0,25,25,25,25,14,120,400
"Dactylis glomerata","Butler, T. J., et al. (2017). ""Germination in Cool-Season Forage Grasses under a Range of Temperatures."" Crop Science 57(3): 1725-1731.","NFOG 101, Samuel Roberts Noble Foundation, Oklahoma, USA",2011,"USA",34.1666666666667,-97.1666666666667,"N","0","None","N","Y",13,"N",0,30,30,30,30,14,52,400
"Dactylis glomerata","Butler, T. J., et al. (2017). ""Germination in Cool-Season Forage Grasses under a Range of Temperatures."" Crop Science 57(3): 1725-1731.","NFOG 101, Samuel Roberts Noble Foundation, Oklahoma, USA",2011,"USA",34.1666666666667,-97.1666666666667,"N","0","None","N","Y",13,"N",0,35,35,35,35,14,0,400
"Dactylis glomerata","Butler, T. J., et al. (2017). ""Germination in Cool-Season Forage Grasses under a Range of Temperatures."" Crop Science 57(3): 1725-1731.","NFOG 101, Samuel Roberts Noble Foundation, Oklahoma, USA",2011,"USA",34.1666666666667,-97.1666666666667,"N","0","None","N","Y",13,"N",0,10,10,10,10,14,240,400
"Dactylis glomerata","Butler, T. J., et al. (2017). ""Germination in Cool-Season Forage Grasses under a Range of Temperatures."" Crop Science 57(3): 1725-1731.","NFOG 101, Samuel Roberts Noble Foundation, Oklahoma, USA",2011,"USA",34.1666666666667,-97.1666666666667,"N","0","None","N","Y",13,"N",0,15,15,15,15,14,256,400
"Dactylis glomerata","Butler, T. J., et al. (2017). ""Germination in Cool-Season Forage Grasses under a Range of Temperatures."" Crop Science 57(3): 1725-1731.","NFOG 101, Samuel Roberts Noble Foundation, Oklahoma, USA",2011,"USA",34.1666666666667,-97.1666666666667,"N","0","None","N","Y",13,"N",0,5,5,5,5,14,0,400
"Dactylis glomerata","Butler, T. J., et al. (2017). ""Germination in Cool-Season Forage Grasses under a Range of Temperatures."" Crop Science 57(3): 1725-1731.","NFOG 150, Samuel Roberts Noble Foundation, Oklahoma, USA",2011,"USA",34.1666666666667,-97.1666666666667,"N","0","None","N","Y",13,"N",0,20,20,20,20,14,288,400
"Dactylis glomerata","Butler, T. J., et al. (2017). ""Germination in Cool-Season Forage Grasses under a Range of Temperatures."" Crop Science 57(3): 1725-1731.","NFOG 150, Samuel Roberts Noble Foundation, Oklahoma, USA",2011,"USA",34.1666666666667,-97.1666666666667,"N","0","None","N","Y",13,"N",0,25,25,25,25,14,216,400
"Dactylis glomerata","Butler, T. J., et al. (2017). ""Germination in Cool-Season Forage Grasses under a Range of Temperatures."" Crop Science 57(3): 1725-1731.","NFOG 150, Samuel Roberts Noble Foundation, Oklahoma, USA",2011,"USA",34.1666666666667,-97.1666666666667,"N","0","None","N","Y",13,"N",0,35,35,35,35,14,0,400
"Dactylis glomerata","Butler, T. J., et al. (2017). ""Germination in Cool-Season Forage Grasses under a Range of Temperatures."" Crop Science 57(3): 1725-1731.","NFOG 150, Samuel Roberts Noble Foundation, Oklahoma, USA",2011,"USA",34.1666666666667,-97.1666666666667,"N","0","None","N","Y",13,"N",0,15,15,15,15,14,288,400
"Dactylis glomerata","Butler, T. J., et al. (2017). ""Germination in Cool-Season Forage Grasses under a Range of Temperatures."" Crop Science 57(3): 1725-1731.","NFOG 150, Samuel Roberts Noble Foundation, Oklahoma, USA",2011,"USA",34.1666666666667,-97.1666666666667,"N","0","None","N","Y",13,"N",0,10,10,10,10,14,220,400
"Dactylis glomerata","Butler, T. J., et al. (2017). ""Germination in Cool-Season Forage Grasses under a Range of Temperatures."" Crop Science 57(3): 1725-1731.","NFOG 150, Samuel Roberts Noble Foundation, Oklahoma, USA",2011,"USA",34.1666666666667,-97.1666666666667,"N","0","None","N","Y",13,"N",0,5,5,5,5,14,0,400
"Dactylis glomerata","Butler, T. J., et al. (2017). ""Germination in Cool-Season Forage Grasses under a Range of Temperatures."" Crop Science 57(3): 1725-1731.","NFOG 150, Samuel Roberts Noble Foundation, Oklahoma, USA",2011,"USA",34.1666666666667,-97.1666666666667,"N","0","None","N","Y",13,"N",0,30,30,30,30,14,112,400
"Acer rubrum","Marshall, J., et al. (2000). ""The effects of paclobutrazol, abscisic acid, and gibberellin on germination and early growth in silver, red, and hybrid maple."" Canadian Journal of Forest Research 30(4): 557-565.","Ontario, Canada",1997,"Canada",46.7,-82.6333333333333,"N","0","None","N","Y",8,"N",0,20,20,20,20,15,9,90
"Acer rubrum","Marshall, J., et al. (2000). ""The effects of paclobutrazol, abscisic acid, and gibberellin on germination and early growth in silver, red, and hybrid maple."" Canadian Journal of Forest Research 30(4): 557-565.","Ontario, Canada",1997,"Canada",46.7,-82.6333333333333,"N","30","Cold","Y","Y",8,"N",0,20,20,20,20,15,9,90
"Alliaria petiolata","Blossey, B., et al. (2017). ""Climate and rapid local adaptation as drivers of germination and seed bank dynamics of Alliaria petiolata (garlic mustard) in North America."" Journal of Ecology 105(6): 1485-1495.","Ontario, Canada",1997,"Canada",48.0333333333333,-82.9166666666667,"N","0","None","N",NA,NA,"N",0,4,4,4,5,917,250,250
"Pinus banksiana","Bourgeois, J. M., L. (1991). ""Metabolic changes related to the acceleration of jack pine germination by osmotic priming."" Tree Physiology 8(4): 407-413.","Ontario, Canada",1986,"Canada",47.6,-82.4,"N","0","None","N","Y",8,"N",0,22.5,22.5,22.5,20,14,144,150
"Acer saccharinum","Marshall, J., et al. (2000). ""The effects of paclobutrazol, abscisic acid, and gibberellin on germination and early growth in silver, red, and hybrid maple."" Canadian Journal of Forest Research 30(4): 557-565.","Ontario, Canada",1997,"Canada",46.7,-82.6166666666667,"N","0","None","N","Y",8,"N",0,20,20,20,20,15,89,90
"Picea mariana","Beardmore, T., et al. (2008). ""Effects of seed water content and storage temperature on the germination parameters of white spruce, black spruce and lodgepole pine seed."" New Forests 36(2): 171-185.","Ontario, Canada",1992,"Canada",45.9,-77.2833333333333,"N","0","None","N","Y",12,"N",0,26,26,26,25,30,164,200
"Picea mariana","Beardmore, T., et al. (2008). ""Effects of seed water content and storage temperature on the germination parameters of white spruce, black spruce and lodgepole pine seed."" New Forests 36(2): 171-185.","Ontario, Canada",1992,"Canada",45.9,-77.2833333333333,"N","21","Cold","Y","Y",12,"N",0,26,26,26,25,30,176,200
"Alliaria petiolata","Blossey, B., et al. (2017). ""Climate and rapid local adaptation as drivers of germination and seed bank dynamics of Alliaria petiolata (garlic mustard) in North America."" Journal of Ecology 105(6): 1485-1495.","Minnesota, USA",1997,"USA",45.2166666666667,-93.1,"N","0","None","N",NA,NA,"N",0,4,4,4,5,917,250,250
"Pinus resinosa","Sasaki, S. K., T. T. (1968). ""Effects of Herbicides on Seed Germination and Early Seedling Development of Pinus resinosa."" Botanical Gazette 129(3): 238-246.","Minnesota, USA",1957,"USA",45.9666666666667,-94.2333333333333,"N","0","None","N","Y",12,"N",0,21,21,21,20,14,250,250
"Alliaria petiolata","Blossey, B., et al. (2017). ""Climate and rapid local adaptation as drivers of germination and seed bank dynamics of Alliaria petiolata (garlic mustard) in North America."" Journal of Ecology 105(6): 1485-1495.","New York, USA",1997,"USA",42.55,-74.8666666666667,"N","0","None","N",NA,NA,"N",0,4,4,4,5,917,250,250
"Alliaria petiolata","Blossey, B., et al. (2017). ""Climate and rapid local adaptation as drivers of germination and seed bank dynamics of Alliaria petiolata (garlic mustard) in North America."" Journal of Ecology 105(6): 1485-1495.","Illinois, USA",1997,"USA",39.6333333333333,-89.3833333333333,"N","0","None","N",NA,NA,"N",0,4,4,4,5,917,250,250
"Alliaria petiolata","Blossey, B., et al. (2017). ""Climate and rapid local adaptation as drivers of germination and seed bank dynamics of Alliaria petiolata (garlic mustard) in North America."" Journal of Ecology 105(6): 1485-1495.","Massachussets, USA",1997,"USA",42.3833333333333,-71.5333333333333,"N","0","None","N",NA,NA,"N",0,4,4,4,5,917,238,250
"Pinus sylvestris","Ostroshenko, V. I. and V. V. Ostroshenko (2018). ""Influence of growth stimulators on germination energy and ability of scots pine seeds (Pinus Sylvestris L.)."" Research Journal of Pharmaceutical Biological and Chemical Sciences 9(1): 529-535.","Primorye Territory, Russia",2017,"Russia",43.5,133.9,"N","0","None","N",NA,NA,"N",0,23,23,23,25,15,276,400
"Alliaria petiolata","Blossey, B., et al. (2017). ""Climate and rapid local adaptation as drivers of germination and seed bank dynamics of Alliaria petiolata (garlic mustard) in North America."" Journal of Ecology 105(6): 1485-1495.","Ohio, USA",1997,"USA",40.4333333333333,-83.1833333333333,"N","0","None","N",NA,NA,"N",0,4,4,4,5,917,250,250
"Alliaria petiolata","Blossey, B., et al. (2017). ""Climate and rapid local adaptation as drivers of germination and seed bank dynamics of Alliaria petiolata (garlic mustard) in North America."" Journal of Ecology 105(6): 1485-1495.","Kansas, USA",1997,"USA",38.55,-97.8166666666667,"N","0","None","N",NA,NA,"N",0,4,4,4,5,917,225,250
"Alliaria petiolata","Blossey, B., et al. (2017). ""Climate and rapid local adaptation as drivers of germination and seed bank dynamics of Alliaria petiolata (garlic mustard) in North America."" Journal of Ecology 105(6): 1485-1495.","District of Columbia, USA",1997,"USA",38.9166666666667,-77.05,"N","0","None","N",NA,NA,"N",0,4,4,4,5,917,238,250
"Acer saccharum","Solarik, K. A., et al. (2016). ""Assessing tree germination resilience to global warming: a manipulative experiment using sugar maple (Acer saccharum)."" Seed Science Research 26(02): 153-164.","Kentucky, USA",2013,"USA",38.05,-84.35,"N","14","Cold","Y","N",0,"N",0,3,3,3,5,90,156,400
"Acer saccharum","Solarik, K. A., et al. (2016). ""Assessing tree germination resilience to global warming: a manipulative experiment using sugar maple (Acer saccharum)."" Seed Science Research 26(02): 153-164.","Kentucky, USA",2013,"USA",38.05,-84.35,"N","14","Cold","Y","N",0,"N",0,-1,-1,-1,0,90,180,400
"Acer saccharum","Solarik, K. A., et al. (2016). ""Assessing tree germination resilience to global warming: a manipulative experiment using sugar maple (Acer saccharum)."" Seed Science Research 26(02): 153-164.","Kentucky, USA",2013,"USA",38.05,-84.35,"N","14","Cold","Y","N",0,"N",0,13,13,13,15,90,8,400
"Alliaria petiolata","Blossey, B., et al. (2017). ""Climate and rapid local adaptation as drivers of germination and seed bank dynamics of Alliaria petiolata (garlic mustard) in North America."" Journal of Ecology 105(6): 1485-1495.","Kentucky, USA",1997,"USA",37.4833333333333,-86.1166666666667,"N","0","None","N",NA,NA,"N",0,4,4,4,5,917,240,250
"Acer saccharum","Solarik, K. A., et al. (2016). ""Assessing tree germination resilience to global warming: a manipulative experiment using sugar maple (Acer saccharum)."" Seed Science Research 26(02): 153-164.","Kentucky, USA",2013,"USA",38.05,-84.35,"N","14","Cold","Y","N",0,"N",0,7,7,7,5,90,56,400
"Acer saccharum","Solarik, K. A., et al. (2016). ""Assessing tree germination resilience to global warming: a manipulative experiment using sugar maple (Acer saccharum)."" Seed Science Research 26(02): 153-164.","Kentucky, USA",2013,"USA",38.05,-84.35,"N","14","Cold","Y","N",0,"N",0,11,11,11,10,90,12,400
"Acer saccharum","Solarik, K. A., et al. (2016). ""Assessing tree germination resilience to global warming: a manipulative experiment using sugar maple (Acer saccharum)."" Seed Science Research 26(02): 153-164.","Kentucky, USA",2013,"USA",38.05,-84.35,"N","14","Cold","Y","N",0,"N",0,1,1,1,0,90,180,400
"Acer saccharum","Solarik, K. A., et al. (2016). ""Assessing tree germination resilience to global warming: a manipulative experiment using sugar maple (Acer saccharum)."" Seed Science Research 26(02): 153-164.","Kentucky, USA",2013,"USA",38.05,-84.35,"N","14","Cold","Y","N",0,"N",0,9,9,9,10,90,44,400
"Acer saccharum","Solarik, K. A., et al. (2016). ""Assessing tree germination resilience to global warming: a manipulative experiment using sugar maple (Acer saccharum)."" Seed Science Research 26(02): 153-164.","Kentucky, USA",2013,"USA",38.05,-84.35,"N","14","Cold","Y","N",0,"N",0,5,5,5,5,90,160,400
"Acer saccharum","Solarik, K. A., et al. (2016). ""Assessing tree germination resilience to global warming: a manipulative experiment using sugar maple (Acer saccharum)."" Seed Science Research 26(02): 153-164.","Kentucky, USA",2013,"USA",38.05,-84.35,"N","14","Cold","Y","N",0,"N",0,0,0,0,0,90,172,400
"Alliaria petiolata","Blossey, B., et al. (2017). ""Climate and rapid local adaptation as drivers of germination and seed bank dynamics of Alliaria petiolata (garlic mustard) in North America."" Journal of Ecology 105(6): 1485-1495.","Georgia, USA",1997,"USA",32.75,-82.7833333333333,"N","0","None","N",NA,NA,"N",0,4,4,4,5,917,250,250
"Ulmus glabra","Barden, C. J., et al. (2017). ""Promoting Red Elm (Ulmus rubra Muhl.) Germination with Gibberellic Acid."" Journal of Forestry 115(5): 393-396.","Douglas Co, Kansas, USA",2010,"USA",38.8666666666667,-95.25,"N","90","Cold","Y","Y",8,"N",0,20,20,20,20,14,19,60
"Ulmus glabra","Barden, C. J., et al. (2017). ""Promoting Red Elm (Ulmus rubra Muhl.) Germination with Gibberellic Acid."" Journal of Forestry 115(5): 393-396.","Douglas Co, Kansas, USA",2010,"USA",38.8666666666667,-95.25,"N","0","None","N","Y",8,"N",0,20,20,20,20,14,8,60
"Ulmus glabra","Barden, C. J., et al. (2017). ""Promoting Red Elm (Ulmus rubra Muhl.) Germination with Gibberellic Acid."" Journal of Forestry 115(5): 393-396.","Butler Co, Kansas, USA",2010,"USA",37.7333333333333,-96.9,"N","90","Cold","Y","Y",8,"N",0,20,20,20,20,14,28,60
"Ulmus glabra","Barden, C. J., et al. (2017). ""Promoting Red Elm (Ulmus rubra Muhl.) Germination with Gibberellic Acid."" Journal of Forestry 115(5): 393-396.","Butler Co, Kansas, USA",2010,"USA",37.7333333333333,-96.9,"N","0","None","N","Y",8,"N",0,20,20,20,20,14,18,60
"Phragmites australis","Xiao, Y., et al. (2016). ""Effects of salinity and sulphide on seed germination of three coastal plants."" Flora - Morphology, Distribution, Functional Ecology of Plants 218: 86-91.","Yancheng Nature Reserve, Jiangsu Province, China",2013,"China",32.3333333333333,119.483333333333,"N","0","None","N","Y",14,"Y",5,25,20,22.9166666666667,25,22,90,200
"Magnolia obovata","Xia, Q., et al. (2016). ""Interaction of seed size with light quality and temperature regimes as germination cues in 10 temperate pioneer tree species."" Functional Ecology 30(6): 866-874.","Field Science Center (FSC) of Tohoku University, Japan",2012,"Japan",38.75,140.75,"N","30","Cold","Y","N",0,"N",0,20,20,20,20,30,8,25
"Magnolia obovata","Xia, Q., et al. (2016). ""Interaction of seed size with light quality and temperature regimes as germination cues in 10 temperate pioneer tree species."" Functional Ecology 30(6): 866-874.","Field Science Center (FSC) of Tohoku University, Japan",2012,"Japan",38.75,140.75,"N","30","Cold","Y","Y",16,"N",0,20,20,20,20,30,9,25
"Hydrangea paniculata","Xia, Q., et al. (2016). ""Interaction of seed size with light quality and temperature regimes as germination cues in 10 temperate pioneer tree species."" Functional Ecology 30(6): 866-874.","Field Science Center (FSC) of Tohoku University, Japan",2012,"Japan",38.75,140.75,"N","30","Cold","Y","Y",16,"Y",20,30,10,23.3333333333333,25,30,185,250
"Hydrangea paniculata","Xia, Q., et al. (2016). ""Interaction of seed size with light quality and temperature regimes as germination cues in 10 temperate pioneer tree species."" Functional Ecology 30(6): 866-874.","Field Science Center (FSC) of Tohoku University, Japan",2012,"Japan",38.75,140.75,"N","30","Cold","Y","N",0,"N",0,20,20,20,20,30,0,250
"Alnus hirsuta","Xia, Q., et al. (2016). ""Interaction of seed size with light quality and temperature regimes as germination cues in 10 temperate pioneer tree species."" Functional Ecology 30(6): 866-874.","Field Science Center (FSC) of Tohoku University, Japan",2012,"Japan",38.75,140.75,"N","30","Cold","Y","Y",16,"N",0,20,20,20,20,30,21,100
