Biome,Taxon,TPLName,Family,Reference,Year,Country,Population,Latitude,Longitude,Dry_storage,Setting,Sterilization,Nutrients,Substrate,Container_type,Container_size,Container_number,Number_per_container,Incubation_days,Scarification,Stratification_days,Stratification_temperature,Stratification_type,Stratification,Light,Photoperiod,Alternating,Tdif,Tmax,Tmin,Tmean,Temperature,Germinated,Number_seeds
TBMF,Melampyrum pratense,Melampyrum pratense,Orobanchaceae,"Masselink, A. K. (1980). ""Germination and Seed Population Dynamics in Melampyrum Pratense L."" Acta Botanica Neerlandica 29(5-6): 451-468.",1974,Netherlands,"Norg, The Netherlands",53.06666666666667,6.45,Y,Incubator,,,Filter paper,Petri,,2,50,300,N,0,None,None,N,Y,12,N,0,7.5,7.5,7.5,5,87,100
TBMF,Melampyrum pratense,Melampyrum pratense,Orobanchaceae,"Masselink, A. K. (1980). ""Germination and Seed Population Dynamics in Melampyrum Pratense L."" Acta Botanica Neerlandica 29(5-6): 451-468.",1974,Netherlands,"Norg, The Netherlands",53.06666666666667,6.45,Y,Incubator,,,Filter paper,Petri,,2,50,300,N,0,None,None,N,Y,12,N,0,2.5,2.5,2.5,0,17,100
TBMF,Melampyrum pratense,Melampyrum pratense,Orobanchaceae,"Masselink, A. K. (1980). ""Germination and Seed Population Dynamics in Melampyrum Pratense L."" Acta Botanica Neerlandica 29(5-6): 451-468.",1974,Netherlands,"Amen, The Netherlands",52.916666666666664,6.583333333333333,Y,Incubator,,,Filter paper,Petri,,2,50,300,N,60,Field buried,Cold,Y,Y,12,N,0,2.5,2.5,2.5,0,94,100
TBMF,Melampyrum pratense,Melampyrum pratense,Orobanchaceae,"Masselink, A. K. (1980). ""Germination and Seed Population Dynamics in Melampyrum Pratense L."" Acta Botanica Neerlandica 29(5-6): 451-468.",1974,Netherlands,"Appelbergen, The Netherlands",53.13333333333333,6.633333333333333,Y,Incubator,,,Filter paper,Petri,,2,50,300,N,60,Field buried,Cold,Y,Y,12,N,0,10,10,10,10,87,100
TBMF,Melampyrum pratense,Melampyrum pratense,Orobanchaceae,"Masselink, A. K. (1980). ""Germination and Seed Population Dynamics in Melampyrum Pratense L."" Acta Botanica Neerlandica 29(5-6): 451-468.",1974,Netherlands,"Amen, The Netherlands",52.916666666666664,6.583333333333333,Y,Incubator,,,Filter paper,Petri,,2,50,300,N,0,None,None,N,Y,12,N,0,2.5,2.5,2.5,0,51,100
TBMF,Melampyrum pratense,Melampyrum pratense,Orobanchaceae,"Masselink, A. K. (1980). ""Germination and Seed Population Dynamics in Melampyrum Pratense L."" Acta Botanica Neerlandica 29(5-6): 451-468.",1974,Netherlands,"Norg, The Netherlands",53.06666666666667,6.45,Y,Incubator,,,Filter paper,Petri,,2,50,300,N,60,Field buried,Cold,Y,Y,12,N,0,5,5,5,5,97,100
TBMF,Melampyrum pratense,Melampyrum pratense,Orobanchaceae,"Masselink, A. K. (1980). ""Germination and Seed Population Dynamics in Melampyrum Pratense L."" Acta Botanica Neerlandica 29(5-6): 451-468.",1974,Netherlands,"Eext, The Netherlands",53.016666666666666,6.733333333333333,Y,Incubator,,,Filter paper,Petri,,2,50,300,N,0,None,None,N,Y,12,N,0,15,15,15,15,4,100
TBMF,Melampyrum pratense,Melampyrum pratense,Orobanchaceae,"Masselink, A. K. (1980). ""Germination and Seed Population Dynamics in Melampyrum Pratense L."" Acta Botanica Neerlandica 29(5-6): 451-468.",1974,Netherlands,"Appelbergen, The Netherlands",53.13333333333333,6.633333333333333,Y,Incubator,,,Filter paper,Petri,,2,50,300,N,0,None,None,N,Y,12,N,0,12.5,12.5,12.5,10,33,100
TBMF,Melampyrum pratense,Melampyrum pratense,Orobanchaceae,"Masselink, A. K. (1980). ""Germination and Seed Population Dynamics in Melampyrum Pratense L."" Acta Botanica Neerlandica 29(5-6): 451-468.",1974,Netherlands,"Appelbergen, The Netherlands",53.13333333333333,6.633333333333333,Y,Incubator,,,Filter paper,Petri,,2,50,300,N,0,None,None,N,Y,12,N,0,5,5,5,5,61,100
TBMF,Melampyrum pratense,Melampyrum pratense,Orobanchaceae,"Masselink, A. K. (1980). ""Germination and Seed Population Dynamics in Melampyrum Pratense L."" Acta Botanica Neerlandica 29(5-6): 451-468.",1974,Netherlands,"Norg, The Netherlands",53.06666666666667,6.45,Y,Incubator,,,Filter paper,Petri,,2,50,300,N,0,None,None,N,Y,12,N,0,15,15,15,15,0,100
TBMF,Melampyrum pratense,Melampyrum pratense,Orobanchaceae,"Masselink, A. K. (1980). ""Germination and Seed Population Dynamics in Melampyrum Pratense L."" Acta Botanica Neerlandica 29(5-6): 451-468.",1974,Netherlands,"Appelbergen, The Netherlands",53.13333333333333,6.633333333333333,Y,Incubator,,,Filter paper,Petri,,2,50,300,N,0,None,None,N,Y,12,N,0,15,15,15,15,0,100
TBMF,Melampyrum pratense,Melampyrum pratense,Orobanchaceae,"Masselink, A. K. (1980). ""Germination and Seed Population Dynamics in Melampyrum Pratense L."" Acta Botanica Neerlandica 29(5-6): 451-468.",1974,Netherlands,"Norg, The Netherlands",53.06666666666667,6.45,Y,Incubator,,,Filter paper,Petri,,2,50,300,N,60,Field buried,Cold,Y,Y,12,N,0,2.5,2.5,2.5,0,84,100
TBMF,Melampyrum pratense,Melampyrum pratense,Orobanchaceae,"Masselink, A. K. (1980). ""Germination and Seed Population Dynamics in Melampyrum Pratense L."" Acta Botanica Neerlandica 29(5-6): 451-468.",1974,Netherlands,"Appelbergen, The Netherlands",53.13333333333333,6.633333333333333,Y,Incubator,,,Filter paper,Petri,,2,50,300,N,60,Field buried,Cold,Y,Y,12,N,0,7.5,7.5,7.5,5,84,100
TBMF,Melampyrum pratense,Melampyrum pratense,Orobanchaceae,"Masselink, A. K. (1980). ""Germination and Seed Population Dynamics in Melampyrum Pratense L."" Acta Botanica Neerlandica 29(5-6): 451-468.",1974,Netherlands,"Norg, The Netherlands",53.06666666666667,6.45,Y,Incubator,,,Filter paper,Petri,,2,50,300,N,60,Field buried,Cold,Y,Y,12,N,0,7.5,7.5,7.5,5,95,100
TBMF,Melampyrum pratense,Melampyrum pratense,Orobanchaceae,"Masselink, A. K. (1980). ""Germination and Seed Population Dynamics in Melampyrum Pratense L."" Acta Botanica Neerlandica 29(5-6): 451-468.",1974,Netherlands,"Appelbergen, The Netherlands",53.13333333333333,6.633333333333333,Y,Incubator,,,Filter paper,Petri,,2,50,300,N,60,Field buried,Cold,Y,Y,12,N,0,2.5,2.5,2.5,0,62,100
TBMF,Melampyrum pratense,Melampyrum pratense,Orobanchaceae,"Masselink, A. K. (1980). ""Germination and Seed Population Dynamics in Melampyrum Pratense L."" Acta Botanica Neerlandica 29(5-6): 451-468.",1974,Netherlands,"Norg, The Netherlands",53.06666666666667,6.45,Y,Incubator,,,Filter paper,Petri,,2,50,300,N,0,None,None,N,Y,12,N,0,10,10,10,10,91,100
TBMF,Melampyrum pratense,Melampyrum pratense,Orobanchaceae,"Masselink, A. K. (1980). ""Germination and Seed Population Dynamics in Melampyrum Pratense L."" Acta Botanica Neerlandica 29(5-6): 451-468.",1974,Netherlands,"Eext, The Netherlands",53.016666666666666,6.733333333333333,Y,Incubator,,,Filter paper,Petri,,2,50,300,N,60,Field buried,Cold,Y,Y,12,N,0,5,5,5,5,75,100
TBMF,Melampyrum pratense,Melampyrum pratense,Orobanchaceae,"Masselink, A. K. (1980). ""Germination and Seed Population Dynamics in Melampyrum Pratense L."" Acta Botanica Neerlandica 29(5-6): 451-468.",1974,Netherlands,"Annen, The Netherlands",53.05,6.716666666666667,Y,Incubator,,,Filter paper,Petri,,2,50,300,N,60,Field buried,Cold,Y,Y,12,N,0,15,15,15,15,9,100
TBMF,Melampyrum pratense,Melampyrum pratense,Orobanchaceae,"Masselink, A. K. (1980). ""Germination and Seed Population Dynamics in Melampyrum Pratense L."" Acta Botanica Neerlandica 29(5-6): 451-468.",1974,Netherlands,"Amen, The Netherlands",52.916666666666664,6.583333333333333,Y,Incubator,,,Filter paper,Petri,,2,50,300,N,60,Field buried,Cold,Y,Y,12,N,0,12.5,12.5,12.5,10,69,100
TBMF,Melampyrum pratense,Melampyrum pratense,Orobanchaceae,"Masselink, A. K. (1980). ""Germination and Seed Population Dynamics in Melampyrum Pratense L."" Acta Botanica Neerlandica 29(5-6): 451-468.",1974,Netherlands,"Eext, The Netherlands",53.016666666666666,6.733333333333333,Y,Incubator,,,Filter paper,Petri,,2,50,300,N,60,Field buried,Cold,Y,Y,12,N,0,10,10,10,10,74,100
TBMF,Melampyrum pratense,Melampyrum pratense,Orobanchaceae,"Masselink, A. K. (1980). ""Germination and Seed Population Dynamics in Melampyrum Pratense L."" Acta Botanica Neerlandica 29(5-6): 451-468.",1974,Netherlands,"Amen, The Netherlands",52.916666666666664,6.583333333333333,Y,Incubator,,,Filter paper,Petri,,2,50,300,N,0,None,None,N,Y,12,N,0,12.5,12.5,12.5,10,52,100
TBMF,Melampyrum pratense,Melampyrum pratense,Orobanchaceae,"Masselink, A. K. (1980). ""Germination and Seed Population Dynamics in Melampyrum Pratense L."" Acta Botanica Neerlandica 29(5-6): 451-468.",1974,Netherlands,"Amen, The Netherlands",52.916666666666664,6.583333333333333,Y,Incubator,,,Filter paper,Petri,,2,50,300,N,60,Field buried,Cold,Y,Y,12,N,0,15,15,15,15,0,100
TBMF,Melampyrum pratense,Melampyrum pratense,Orobanchaceae,"Masselink, A. K. (1980). ""Germination and Seed Population Dynamics in Melampyrum Pratense L."" Acta Botanica Neerlandica 29(5-6): 451-468.",1974,Netherlands,"Appelbergen, The Netherlands",53.13333333333333,6.633333333333333,Y,Incubator,,,Filter paper,Petri,,2,50,300,N,60,Field buried,Cold,Y,Y,12,N,0,5,5,5,5,80,100
TBMF,Melampyrum pratense,Melampyrum pratense,Orobanchaceae,"Masselink, A. K. (1980). ""Germination and Seed Population Dynamics in Melampyrum Pratense L."" Acta Botanica Neerlandica 29(5-6): 451-468.",1974,Netherlands,"Norg, The Netherlands",53.06666666666667,6.45,Y,Incubator,,,Filter paper,Petri,,2,50,300,N,0,None,None,N,Y,12,N,0,12.5,12.5,12.5,10,97,100
TBMF,Melampyrum pratense,Melampyrum pratense,Orobanchaceae,"Masselink, A. K. (1980). ""Germination and Seed Population Dynamics in Melampyrum Pratense L."" Acta Botanica Neerlandica 29(5-6): 451-468.",1974,Netherlands,"Amen, The Netherlands",52.916666666666664,6.583333333333333,Y,Incubator,,,Filter paper,Petri,,2,50,300,N,60,Field buried,Cold,Y,Y,12,N,0,5,5,5,5,97,100
TBMF,Melampyrum pratense,Melampyrum pratense,Orobanchaceae,"Masselink, A. K. (1980). ""Germination and Seed Population Dynamics in Melampyrum Pratense L."" Acta Botanica Neerlandica 29(5-6): 451-468.",1974,Netherlands,"Amen, The Netherlands",52.916666666666664,6.583333333333333,Y,Incubator,,,Filter paper,Petri,,2,50,300,N,0,None,None,N,Y,12,N,0,15,15,15,15,0,100
TBMF,Melampyrum pratense,Melampyrum pratense,Orobanchaceae,"Masselink, A. K. (1980). ""Germination and Seed Population Dynamics in Melampyrum Pratense L."" Acta Botanica Neerlandica 29(5-6): 451-468.",1974,Netherlands,"Annen, The Netherlands",53.05,6.716666666666667,Y,Incubator,,,Filter paper,Petri,,2,50,300,N,0,None,None,N,Y,12,N,0,15,15,15,15,10,100
TBMF,Melampyrum pratense,Melampyrum pratense,Orobanchaceae,"Masselink, A. K. (1980). ""Germination and Seed Population Dynamics in Melampyrum Pratense L."" Acta Botanica Neerlandica 29(5-6): 451-468.",1974,Netherlands,"Norg, The Netherlands",53.06666666666667,6.45,Y,Incubator,,,Filter paper,Petri,,2,50,300,N,0,None,None,N,Y,12,N,0,5,5,5,5,69,100
TBMF,Melampyrum pratense,Melampyrum pratense,Orobanchaceae,"Masselink, A. K. (1980). ""Germination and Seed Population Dynamics in Melampyrum Pratense L."" Acta Botanica Neerlandica 29(5-6): 451-468.",1974,Netherlands,"Appelbergen, The Netherlands",53.13333333333333,6.633333333333333,Y,Incubator,,,Filter paper,Petri,,2,50,300,N,0,None,None,N,Y,12,N,0,10,10,10,10,77,100
TBMF,Melampyrum pratense,Melampyrum pratense,Orobanchaceae,"Masselink, A. K. (1980). ""Germination and Seed Population Dynamics in Melampyrum Pratense L."" Acta Botanica Neerlandica 29(5-6): 451-468.",1974,Netherlands,"Eext, The Netherlands",53.016666666666666,6.733333333333333,Y,Incubator,,,Filter paper,Petri,,2,50,300,N,0,None,None,N,Y,12,N,0,2.5,2.5,2.5,0,46,100
TBMF,Melampyrum pratense,Melampyrum pratense,Orobanchaceae,"Masselink, A. K. (1980). ""Germination and Seed Population Dynamics in Melampyrum Pratense L."" Acta Botanica Neerlandica 29(5-6): 451-468.",1974,Netherlands,"Eext, The Netherlands",53.016666666666666,6.733333333333333,Y,Incubator,,,Filter paper,Petri,,2,50,300,N,60,Field buried,Cold,Y,Y,12,N,0,12.5,12.5,12.5,10,79,100
TBMF,Melampyrum pratense,Melampyrum pratense,Orobanchaceae,"Masselink, A. K. (1980). ""Germination and Seed Population Dynamics in Melampyrum Pratense L."" Acta Botanica Neerlandica 29(5-6): 451-468.",1974,Netherlands,"Annen, The Netherlands",53.05,6.716666666666667,Y,Incubator,,,Filter paper,Petri,,2,50,300,N,60,Field buried,Cold,Y,Y,12,N,0,7.5,7.5,7.5,5,78,100
TBMF,Melampyrum pratense,Melampyrum pratense,Orobanchaceae,"Masselink, A. K. (1980). ""Germination and Seed Population Dynamics in Melampyrum Pratense L."" Acta Botanica Neerlandica 29(5-6): 451-468.",1974,Netherlands,"Annen, The Netherlands",53.05,6.716666666666667,Y,Incubator,,,Filter paper,Petri,,2,50,300,N,60,Field buried,Cold,Y,Y,12,N,0,5,5,5,5,71,100
TBMF,Melampyrum pratense,Melampyrum pratense,Orobanchaceae,"Masselink, A. K. (1980). ""Germination and Seed Population Dynamics in Melampyrum Pratense L."" Acta Botanica Neerlandica 29(5-6): 451-468.",1974,Netherlands,"Eext, The Netherlands",53.016666666666666,6.733333333333333,Y,Incubator,,,Filter paper,Petri,,2,50,300,N,0,None,None,N,Y,12,N,0,12.5,12.5,12.5,10,81,100
TBMF,Melampyrum pratense,Melampyrum pratense,Orobanchaceae,"Masselink, A. K. (1980). ""Germination and Seed Population Dynamics in Melampyrum Pratense L."" Acta Botanica Neerlandica 29(5-6): 451-468.",1974,Netherlands,"Annen, The Netherlands",53.05,6.716666666666667,Y,Incubator,,,Filter paper,Petri,,2,50,300,N,0,None,None,N,Y,12,N,0,2.5,2.5,2.5,0,76,100
TBMF,Pinus nigra,Pinus nigra,Pinaceae,"Mataruga, M., et al. (2010). ""Dynamics of seed imbibition and germination of Austrian pine (Pinus nigra Arnold) from extreme habitat conditions within five Balkan provenances."" New Forests 40(2): 229-242.",2000,Bosnia and Herzegovina,"Visegrad, Bosnia and Herzegovina",43.85,19.233333333333334,Y,Incubator,,,,Petri,12 cm,4,100,9,N,0,None,None,N,N,0,N,0,21,21,21,20,148,400
TBMF,Pinus nigra,Pinus nigra,Pinaceae,"Mataruga, M., et al. (2010). ""Dynamics of seed imbibition and germination of Austrian pine (Pinus nigra Arnold) from extreme habitat conditions within five Balkan provenances."" New Forests 40(2): 229-242.",2000,Montenegro,"Durmitor, Montenegro",43,19.416666666666668,Y,Incubator,,,,Petri,12 cm,4,100,9,N,0,None,None,N,N,0,N,0,21,21,21,20,160,400
TBMF,Pinus nigra,Pinus nigra,Pinaceae,"Mataruga, M., et al. (2010). ""Dynamics of seed imbibition and germination of Austrian pine (Pinus nigra Arnold) from extreme habitat conditions within five Balkan provenances."" New Forests 40(2): 229-242.",2000,Bosnia and Herzegovina,"Tara, Serbia, Bosnia and Herzegovina",43.88333333333333,19.533333333333335,Y,Incubator,,,,Petri,12 cm,4,100,9,N,0,None,None,N,N,0,N,0,21,21,21,20,180,400
TBMF,Pinus nigra,Pinus nigra,Pinaceae,"Mataruga, M., et al. (2010). ""Dynamics of seed imbibition and germination of Austrian pine (Pinus nigra Arnold) from extreme habitat conditions within five Balkan provenances."" New Forests 40(2): 229-242.",2000,Bosnia and Herzegovina,"Sutjeska, Bosnia and Herzegovina",43.31666666666667,18.65,Y,Incubator,,,,Petri,12 cm,4,100,9,N,0,None,None,N,N,0,N,0,21,21,21,20,188,400
TBMF,Pinus nigra,Pinus nigra,Pinaceae,"Mataruga, M., et al. (2010). ""Dynamics of seed imbibition and germination of Austrian pine (Pinus nigra Arnold) from extreme habitat conditions within five Balkan provenances."" New Forests 40(2): 229-242.",2000,Bosnia and Herzegovina,"Teslic, Bosnia and Herzegovina",44.56666666666667,17.716666666666665,Y,Incubator,,,,Petri,12 cm,4,100,9,N,0,None,None,N,N,0,N,0,21,21,21,20,152,400
TBMF,Quercus robur,Quercus robur,Fagaceae,"McCartan, S. A., et al. (2015). ""Using thermal time models to predict the impact of assisted migration on the synchronization of germination and shoot emergence of oak (Quercus robur L.)."" Annals of Forest Science 72(4): 479-487.",2010,UK,"New Forest, England, UK",50.86666666666667,-1.5666666666666667,Y,Incubator,,,Peat and grit 1:1,Bag,,2,100,140,N,0,None,None,N,NA,NA,N,0,5,5,5,5,188,200
TBMF,Quercus robur,Quercus robur,Fagaceae,"McCartan, S. A., et al. (2015). ""Using thermal time models to predict the impact of assisted migration on the synchronization of germination and shoot emergence of oak (Quercus robur L.)."" Annals of Forest Science 72(4): 479-487.",2010,UK,"New Forest, England, UK",50.86666666666667,-1.5666666666666667,Y,Incubator,,,Peat and grit 1:1,Bag,,2,100,140,N,0,None,None,N,NA,NA,N,0,35,35,35,35,176,200
TBMF,Quercus robur,Quercus robur,Fagaceae,"McCartan, S. A., et al. (2015). ""Using thermal time models to predict the impact of assisted migration on the synchronization of germination and shoot emergence of oak (Quercus robur L.)."" Annals of Forest Science 72(4): 479-487.",2010,UK,"New Forest, England, UK",50.86666666666667,-1.5666666666666667,Y,Incubator,,,Peat and grit 1:1,Bag,,2,100,140,N,0,None,None,N,NA,NA,N,0,10,10,10,10,188,200
TBMF,Quercus robur,Quercus robur,Fagaceae,"McCartan, S. A., et al. (2015). ""Using thermal time models to predict the impact of assisted migration on the synchronization of germination and shoot emergence of oak (Quercus robur L.)."" Annals of Forest Science 72(4): 479-487.",2010,UK,"New Forest, England, UK",50.86666666666667,-1.5666666666666667,Y,Incubator,,,Peat and grit 1:1,Bag,,2,100,140,N,0,None,None,N,NA,NA,N,0,15,15,15,15,192,200
TBMF,Quercus robur,Quercus robur,Fagaceae,"McCartan, S. A., et al. (2015). ""Using thermal time models to predict the impact of assisted migration on the synchronization of germination and shoot emergence of oak (Quercus robur L.)."" Annals of Forest Science 72(4): 479-487.",2010,UK,"New Forest, England, UK",50.86666666666667,-1.5666666666666667,Y,Incubator,,,Peat and grit 1:1,Bag,,2,100,140,N,0,None,None,N,NA,NA,N,0,25,25,25,25,180,200
TBMF,Quercus robur,Quercus robur,Fagaceae,"McCartan, S. A., et al. (2015). ""Using thermal time models to predict the impact of assisted migration on the synchronization of germination and shoot emergence of oak (Quercus robur L.)."" Annals of Forest Science 72(4): 479-487.",2010,Italy,"Moriago della Battaglia, Italy",45.86666666666667,12.1,Y,Incubator,,,Peat and grit 1:1,Bag,,2,100,140,N,0,None,None,N,NA,NA,N,0,35,35,35,35,150,200
TBMF,Quercus robur,Quercus robur,Fagaceae,"McCartan, S. A., et al. (2015). ""Using thermal time models to predict the impact of assisted migration on the synchronization of germination and shoot emergence of oak (Quercus robur L.)."" Annals of Forest Science 72(4): 479-487.",2010,UK,"New Forest, England, UK",50.86666666666667,-1.5666666666666667,Y,Incubator,,,Peat and grit 1:1,Bag,,2,100,140,N,0,None,None,N,NA,NA,N,0,30,30,30,30,180,200
TBMF,Quercus robur,Quercus robur,Fagaceae,"McCartan, S. A., et al. (2015). ""Using thermal time models to predict the impact of assisted migration on the synchronization of germination and shoot emergence of oak (Quercus robur L.)."" Annals of Forest Science 72(4): 479-487.",2010,Italy,"Moriago della Battaglia, Italy",45.86666666666667,12.1,Y,Incubator,,,Peat and grit 1:1,Bag,,2,100,140,N,0,None,None,N,NA,NA,N,0,10,10,10,10,200,200
TBMF,Quercus robur,Quercus robur,Fagaceae,"McCartan, S. A., et al. (2015). ""Using thermal time models to predict the impact of assisted migration on the synchronization of germination and shoot emergence of oak (Quercus robur L.)."" Annals of Forest Science 72(4): 479-487.",2010,Italy,"Moriago della Battaglia, Italy",45.86666666666667,12.1,Y,Incubator,,,Peat and grit 1:1,Bag,,2,100,140,N,0,None,None,N,NA,NA,N,0,15,15,15,15,200,200
