Biome,Taxon,TPLName,Family,Reference,Year,Country,Population,Latitude,Longitude,Dry_storage,Setting,Sterilization,Nutrients,Substrate,Container_type,Container_size,Container_number,Number_per_container,Incubation_days,Scarification,Stratification_days,Stratification_temperature,Stratification_type,Stratification,Light,Photoperiod,Alternating,Tdif,Tmax,Tmin,Tmean,Temperature,Germinated,Number_seeds
TBMF,Vaccinium angustifolium,Vaccinium angustifolium,Ericaceae,"Aalders, L. E. and I. V. Hall (1979). ""Germination of Lowbush Blueberry Seeds as Affected by Sizing, Planting Cover, Storage, and Pelleting."" Canadian Journal of Plant Science 59(2): 527-530.",1976,Canada,"cv 70-36a, Kentville, Nova Scotia, Canada",45.06666666666667,-64.53333333333333,Y,Greenhouse,,"300 g granulated magnesium ammonium potassium phosphate (7-40-6), and 25 g ferrous sulphate (2O.8Vo bon).",Soil and vermiculite 1:1,Pot,,1,200,NA,N,0,None,None,N,Y,16,Y,2,18,16,17.333333333333332,15,152,200
TBMF,Cornus stolonifera,Cornus sericea,Cornaceae,"Acharya, S. N. C., C. B.; Hermesh, R.; Schaalje, G. B. (1992). ""Factors affecting red-osier dogwood seed germination."" Canadian Journal of Botany 70(5): 1012-1016.",1984,Canada,"Hazeldine, Alberta, Canada",53.56666666666667,-110.43333333333334,Y,Incubator,4% sodium hypochlorite solution for 2 min,,Filter paper,Petri,9 cm,3,150,28,N,30,3,Cold,Y,Y,8,Y,15,25,10,14.999999999999998,15,410,450
TCF,Amelanchier alnifolia,Amelanchier alnifolia,Rosaceae,"Acharya, S. N., et al. (1989). ""EFFECTS OF POPULATION, ENVIRONMENT AND THEIR INTERACTION ON SASKATOON BERRY (Amelanchier alnifolia Nutt.) SEED GERMINATION."" Canadian Journal of Plant Science 69(1): 277-284.",1984,Canada,"Population 17, Alberta, Canada",53.333333333333336,-117.41666666666667,N,Incubator,4% sodium hypochlorite solution for 2 min,,Filter paper,Petri,9 cm,8,25,21,N,84,3,Cold,Y,Y,16,Y,15,25,10,19.999999999999996,20,134,200
TBMF,Aristolochia macrophylla,Aristolochia macrophylla,Aristolochiaceae,"Adams, C. A., et al. (2005). ""Trait stasis versus adaptation in disjunct relict species: evolutionary changes in seed dormancy-breaking and germination requirements in a subclade of <I>Aristolochia</I> subgenus <I>Siphisia</I> (<I>Piperales</I>)."" Seed Science Research 15(2): 161-173.",2000,USA,"Pine Mountain in Letcher County, Kentucky",37.05,-82.86666666666666,Y,Incubator,,,Sand,Petri,5.5 cm,3,50,90,N,0,None,None,N,Y,12,Y,10,30,20,25,25,105,150
TBMF,Aristolochia macrophylla,Aristolochia macrophylla,Aristolochiaceae,"Adams, C. A., et al. (2005). ""Trait stasis versus adaptation in disjunct relict species: evolutionary changes in seed dormancy-breaking and germination requirements in a subclade of <I>Aristolochia</I> subgenus <I>Siphisia</I> (<I>Piperales</I>)."" Seed Science Research 15(2): 161-173.",2000,USA,"Pine Mountain in Letcher County, Kentucky",37.05,-82.86666666666666,Y,Incubator,,,Sand,Petri,5.5 cm,3,50,90,N,0,None,None,N,Y,12,Y,10,20,10,15,15,75,150
TBMF,Aristolochia macrophylla,Aristolochia macrophylla,Aristolochiaceae,"Adams, C. A., et al. (2005). ""Trait stasis versus adaptation in disjunct relict species: evolutionary changes in seed dormancy-breaking and germination requirements in a subclade of <I>Aristolochia</I> subgenus <I>Siphisia</I> (<I>Piperales</I>)."" Seed Science Research 15(2): 161-173.",2000,USA,"Pine Mountain in Letcher County, Kentucky",37.05,-82.86666666666666,Y,Incubator,,,Sand,Petri,5.5 cm,3,50,90,N,0,None,None,N,Y,12,Y,10,25,15,20,20,94,150
TBMF,Aristolochia macrophylla,Aristolochia macrophylla,Aristolochiaceae,"Adams, C. A., et al. (2005). ""Trait stasis versus adaptation in disjunct relict species: evolutionary changes in seed dormancy-breaking and germination requirements in a subclade of <I>Aristolochia</I> subgenus <I>Siphisia</I> (<I>Piperales</I>)."" Seed Science Research 15(2): 161-173.",2000,USA,"Pine Mountain in Letcher County, Kentucky",37.05,-82.86666666666666,Y,Incubator,,,Sand,Petri,5.5 cm,3,50,90,N,0,None,None,N,Y,12,N,0,5,5,5,5,0,150
TBMF,Aristolochia macrophylla,Aristolochia macrophylla,Aristolochiaceae,"Adams, C. A., et al. (2005). ""Trait stasis versus adaptation in disjunct relict species: evolutionary changes in seed dormancy-breaking and germination requirements in a subclade of <I>Aristolochia</I> subgenus <I>Siphisia</I> (<I>Piperales</I>)."" Seed Science Research 15(2): 161-173.",2000,USA,"Pine Mountain in Letcher County, Kentucky",37.05,-82.86666666666666,Y,Incubator,,,Sand,Petri,5.5 cm,3,50,90,N,0,None,None,N,Y,12,Y,9,15,6,10.5,10,14,150
TBMF,Aristolochia macrophylla,Aristolochia macrophylla,Aristolochiaceae,"Adams, C. A., et al. (2005). ""Trait stasis versus adaptation in disjunct relict species: evolutionary changes in seed dormancy-breaking and germination requirements in a subclade of <I>Aristolochia</I> subgenus <I>Siphisia</I> (<I>Piperales</I>)."" Seed Science Research 15(2): 161-173.",2000,USA,"Pine Mountain in Letcher County, Kentucky",37.05,-82.86666666666666,Y,Incubator,,,Sand,Petri,5.5 cm,3,50,90,N,0,None,None,N,Y,12,Y,15,30,15,22.5,20,105,150
TBMF,Aristolochia macrophylla,Aristolochia macrophylla,Aristolochiaceae,"Adams, C. A., et al. (2005). ""Trait stasis versus adaptation in disjunct relict species: evolutionary changes in seed dormancy-breaking and germination requirements in a subclade of <I>Aristolochia</I> subgenus <I>Siphisia</I> (<I>Piperales</I>)."" Seed Science Research 15(2): 161-173.",1999,USA,"Pine Mountain in Letcher County, Kentucky",37.05,-82.86666666666666,Y,Incubator,,,Sand,Petri,5.5 cm,3,50,60,N,0,None,None,N,Y,12,Y,10,25,15,20,20,100,150
TBMF,Aristolochia macrophylla,Aristolochia macrophylla,Aristolochiaceae,"Adams, C. A., et al. (2005). ""Trait stasis versus adaptation in disjunct relict species: evolutionary changes in seed dormancy-breaking and germination requirements in a subclade of <I>Aristolochia</I> subgenus <I>Siphisia</I> (<I>Piperales</I>)."" Seed Science Research 15(2): 161-173.",1999,USA,"Pine Mountain in Letcher County, Kentucky",37.05,-82.86666666666666,Y,Incubator,,,Sand,Petri,5.5 cm,3,50,60,N,84,5,Cold,Y,Y,12,Y,10,25,15,20,20,150,150
TBMF,Aristolochia macrophylla,Aristolochia macrophylla,Aristolochiaceae,"Adams, C. A., et al. (2011). ""Using size-class structure to monitor growth of underdeveloped embryos in seeds of three Aristolochia species: implications for seed ecology."" Seed Science Research 21(02): 159-164.",1999,USA,"Pine Mountain, Letcher County, Kentucky, USA",37.05,-82.86666666666666,N,Incubator,,,Sand,Petri,5.5 cm,3,50,90,N,84,5,Cold,Y,N,0,Y,15,35,20,27.5,25,20,150
TBMF,Aristolochia macrophylla,Aristolochia macrophylla,Aristolochiaceae,"Adams, C. A., et al. (2011). ""Using size-class structure to monitor growth of underdeveloped embryos in seeds of three Aristolochia species: implications for seed ecology."" Seed Science Research 21(02): 159-164.",1999,USA,"Pine Mountain, Letcher County, Kentucky, USA",37.05,-82.86666666666666,N,Incubator,,,Sand,Petri,5.5 cm,3,50,90,N,0,None,None,N,Y,14,N,0,5,5,5,5,0,150
TBMF,Aristolochia macrophylla,Aristolochia macrophylla,Aristolochiaceae,"Adams, C. A., et al. (2011). ""Using size-class structure to monitor growth of underdeveloped embryos in seeds of three Aristolochia species: implications for seed ecology."" Seed Science Research 21(02): 159-164.",1999,USA,"Pine Mountain, Letcher County, Kentucky, USA",37.05,-82.86666666666666,N,Incubator,,,Sand,Petri,5.5 cm,3,50,90,N,0,None,None,N,Y,14,Y,10,25,15,20.833333333333336,20,108,150
TBMF,Aristolochia macrophylla,Aristolochia macrophylla,Aristolochiaceae,"Adams, C. A., et al. (2011). ""Using size-class structure to monitor growth of underdeveloped embryos in seeds of three Aristolochia species: implications for seed ecology."" Seed Science Research 21(02): 159-164.",1999,USA,"Pine Mountain, Letcher County, Kentucky, USA",37.05,-82.86666666666666,N,Incubator,,,Sand,Petri,5.5 cm,3,50,90,N,84,5,Cold,Y,N,0,Y,10,20,10,15,15,75,150
TBMF,Aristolochia macrophylla,Aristolochia macrophylla,Aristolochiaceae,"Adams, C. A., et al. (2011). ""Using size-class structure to monitor growth of underdeveloped embryos in seeds of three Aristolochia species: implications for seed ecology."" Seed Science Research 21(02): 159-164.",1999,USA,"Pine Mountain, Letcher County, Kentucky, USA",37.05,-82.86666666666666,N,Incubator,,,Sand,Petri,5.5 cm,3,50,90,N,0,None,None,N,Y,14,Y,9,15,6,11.25,10,108,150
TBMF,Aristolochia macrophylla,Aristolochia macrophylla,Aristolochiaceae,"Adams, C. A., et al. (2011). ""Using size-class structure to monitor growth of underdeveloped embryos in seeds of three Aristolochia species: implications for seed ecology."" Seed Science Research 21(02): 159-164.",1999,USA,"Pine Mountain, Letcher County, Kentucky, USA",37.05,-82.86666666666666,N,Incubator,,,Sand,Petri,5.5 cm,3,50,90,N,84,5,Cold,Y,N,0,Y,15,30,15,22.5,20,75,150
TBMF,Aristolochia macrophylla,Aristolochia macrophylla,Aristolochiaceae,"Adams, C. A., et al. (2011). ""Using size-class structure to monitor growth of underdeveloped embryos in seeds of three Aristolochia species: implications for seed ecology."" Seed Science Research 21(02): 159-164.",1999,USA,"Pine Mountain, Letcher County, Kentucky, USA",37.05,-82.86666666666666,N,Incubator,,,Sand,Petri,5.5 cm,3,50,90,N,0,None,None,N,Y,14,Y,10,20,10,15.833333333333336,15,80,150
TBMF,Aristolochia macrophylla,Aristolochia macrophylla,Aristolochiaceae,"Adams, C. A., et al. (2011). ""Using size-class structure to monitor growth of underdeveloped embryos in seeds of three Aristolochia species: implications for seed ecology."" Seed Science Research 21(02): 159-164.",1999,USA,"Pine Mountain, Letcher County, Kentucky, USA",37.05,-82.86666666666666,N,Incubator,,,Sand,Petri,5.5 cm,3,50,90,N,84,5,Cold,Y,N,0,Y,10,25,15,20,20,150,150
TBMF,Aristolochia macrophylla,Aristolochia macrophylla,Aristolochiaceae,"Adams, C. A., et al. (2011). ""Using size-class structure to monitor growth of underdeveloped embryos in seeds of three Aristolochia species: implications for seed ecology."" Seed Science Research 21(02): 159-164.",1999,USA,"Pine Mountain, Letcher County, Kentucky, USA",37.05,-82.86666666666666,N,Incubator,,,Sand,Petri,5.5 cm,3,50,90,N,84,5,Cold,Y,N,0,Y,9,15,6,10.5,10,75,150
TBMF,Aristolochia macrophylla,Aristolochia macrophylla,Aristolochiaceae,"Adams, C. A., et al. (2011). ""Using size-class structure to monitor growth of underdeveloped embryos in seeds of three Aristolochia species: implications for seed ecology."" Seed Science Research 21(02): 159-164.",1999,USA,"Pine Mountain, Letcher County, Kentucky, USA",37.05,-82.86666666666666,N,Incubator,,,Sand,Petri,5.5 cm,3,50,90,N,84,5,Cold,Y,N,0,Y,10,25,15,20,20,75,150
TBMF,Aristolochia macrophylla,Aristolochia macrophylla,Aristolochiaceae,"Adams, C. A., et al. (2011). ""Using size-class structure to monitor growth of underdeveloped embryos in seeds of three Aristolochia species: implications for seed ecology."" Seed Science Research 21(02): 159-164.",1999,USA,"Pine Mountain, Letcher County, Kentucky, USA",37.05,-82.86666666666666,N,Incubator,,,Sand,Petri,5.5 cm,3,50,90,N,0,None,None,N,Y,14,Y,15,35,20,28.75,30,14,150
TBMF,Aristolochia macrophylla,Aristolochia macrophylla,Aristolochiaceae,"Adams, C. A., et al. (2011). ""Using size-class structure to monitor growth of underdeveloped embryos in seeds of three Aristolochia species: implications for seed ecology."" Seed Science Research 21(02): 159-164.",1999,USA,"Pine Mountain, Letcher County, Kentucky, USA",37.05,-82.86666666666666,N,Incubator,,,Sand,Petri,5.5 cm,3,50,90,N,0,None,None,N,Y,14,Y,15,30,15,23.75,25,96,150
TBMF,Sorbus aucuparia,Sorbus aucuparia,Rosaceae,"Afroze, F. and C. O'Reilly (2015). ""Effect of harvest date, drying, short-term storage and freezing after chilling on the germination of rowan seeds."" Scandinavian Journal of Forest Research 31(4): 339-346.",2011,Ireland,"Ballintemple, Carlow, Ireland",52.733333333333334,-6.7,N,Incubator,,,Filter paper,Box,12 x 8 x 5 cm,4,25,60,N,224,4,Cold,Y,Y,8,N,0,15,15,15,15,50,100
TBMF,Sorbus aucuparia,Sorbus aucuparia,Rosaceae,"Afroze, F. and C. O’Reilly (2013). ""Breaking seed dormancy in European rowan seeds and its implications for regeneration."" New Forests 44(4): 547-557.",2009,Ireland,"Ballintemple, Carlow, Ireland",52.71666666666667,-6.683333333333334,Y,Incubator,,,Filter paper,Box,12 x 8 x 5 cm,4,25,60,N,0,None,None,N,Y,8,N,0,15,15,15,15,0,100
TBMF,Sorbus aucuparia,Sorbus aucuparia,Rosaceae,"Afroze, F. and C. O’Reilly (2013). ""Breaking seed dormancy in European rowan seeds and its implications for regeneration."" New Forests 44(4): 547-557.",2009,Ireland,"Ballintemple, Carlow, Ireland",52.71666666666667,-6.683333333333334,Y,Incubator,,,Filter paper,Box,12 x 8 x 5 cm,4,25,60,N,0,None,None,N,Y,8,Y,10,30,20,23.333333333333332,25,0,100
TBMF,Sorbus aucuparia,Sorbus aucuparia,Rosaceae,"Afroze, F. and C. O’Reilly (2013). ""Breaking seed dormancy in European rowan seeds and its implications for regeneration."" New Forests 44(4): 547-557.",2009,Ireland,"Ballintemple, Carlow, Ireland",52.71666666666667,-6.683333333333334,Y,Incubator,,,Filter paper,Box,12 x 8 x 5 cm,4,25,60,N,140,4,Cold,Y,Y,8,N,0,15,15,15,15,75,100
TBMF,Sorbus aucuparia,Sorbus aucuparia,Rosaceae,"Afroze, F. and C. O’Reilly (2013). ""Breaking seed dormancy in European rowan seeds and its implications for regeneration."" New Forests 44(4): 547-557.",2009,Ireland,"Ballintemple, Carlow, Ireland",52.71666666666667,-6.683333333333334,Y,Incubator,,,Filter paper,Box,12 x 8 x 5 cm,4,25,60,N,140,4,Cold,Y,Y,8,Y,10,30,20,23.333333333333332,25,80,100
TBMF,Prunus spinosa,Prunus spinosa,Rosaceae,"Afroze, F. O. R., C. (2016). ""Effects of seed moisture content, warm, chilling, and exogenous hormone treatments and germination temperature on the germination of blackthorn seeds."" Plant Biosystems - An International Journal Dealing with all Aspects of Plant Biology 151(3): 474-483.",2010,Ireland,"Coillte Seed Centre, Ballintemple, Co. Carlow, Ireland",52.71666666666667,-6.683333333333334,Y,Incubator,,,Filter paper,Box,12 x 8 x 5 cm,4,12,50,N,91,20C+4C,W+C,Y,Y,8,Y,10,30,20,23.333333333333332,25,12,48
TBMF,Prunus spinosa,Prunus spinosa,Rosaceae,"Afroze, F. O. R., C. (2016). ""Effects of seed moisture content, warm, chilling, and exogenous hormone treatments and germination temperature on the germination of blackthorn seeds."" Plant Biosystems - An International Journal Dealing with all Aspects of Plant Biology 151(3): 474-483.",2010,Ireland,"Coillte Seed Centre, Ballintemple, Co. Carlow, Ireland",52.71666666666667,-6.683333333333334,Y,Incubator,,,Filter paper,Box,12 x 8 x 5 cm,4,12,50,N,70,20C,Warm,Y,Y,8,N,0,15,15,15,15,0,48
TBMF,Prunus spinosa,Prunus spinosa,Rosaceae,"Afroze, F. O. R., C. (2016). ""Effects of seed moisture content, warm, chilling, and exogenous hormone treatments and germination temperature on the germination of blackthorn seeds."" Plant Biosystems - An International Journal Dealing with all Aspects of Plant Biology 151(3): 474-483.",2010,Ireland,"Coillte Seed Centre, Ballintemple, Co. Carlow, Ireland",52.71666666666667,-6.683333333333334,Y,Incubator,,,Filter paper,Box,12 x 8 x 5 cm,4,12,50,N,70,20C,Warm,Y,Y,8,Y,10,30,20,23.333333333333332,25,0,48
TBMF,Prunus spinosa,Prunus spinosa,Rosaceae,"Afroze, F. O. R., C. (2016). ""Effects of seed moisture content, warm, chilling, and exogenous hormone treatments and germination temperature on the germination of blackthorn seeds."" Plant Biosystems - An International Journal Dealing with all Aspects of Plant Biology 151(3): 474-483.",2010,Ireland,"Coillte Seed Centre, Ballintemple, Co. Carlow, Ireland",52.71666666666667,-6.683333333333334,Y,Incubator,,,Filter paper,Box,12 x 8 x 5 cm,4,12,50,N,91,20C+4C,W+C,Y,Y,8,N,0,15,15,15,15,22,48
TBMF,Primula veris,Primula veris,Primulaceae,"Ahmad, H. H., J. D. (2007). ""Germination and emergence of understorey and tall canopy forbs used in naturalistic sowing mixes. A comparison of performance in vitro v the field."" Seed Science and Technology 35(3): 624-637.",2006,USA,"Various suppliers from several countries, mainly USA",39.583333333333336,-95.96666666666667,Y,Incubator,,,Filter paper,Petri,9 cm,3,20,30,N,60,4,Cold,Y,Y,16,Y,10,20,10,16.666666666666664,15,37,60
TBMF,Primula veris,Primula veris,Primulaceae,"Ahmad, H. H., J. D. (2007). ""Germination and emergence of understorey and tall canopy forbs used in naturalistic sowing mixes. A comparison of performance in vitro v the field."" Seed Science and Technology 35(3): 624-637.",2006,USA,"Various suppliers from several countries, mainly USA",39.583333333333336,-95.96666666666667,Y,Incubator,,,Filter paper,Petri,9 cm,3,20,30,N,0,None,None,N,Y,16,Y,10,20,10,16.666666666666664,15,1,60
TBMF,Primula vulgaris,Primula vulgaris,Primulaceae,"Ahmad, H. H., J. D. (2007). ""Germination and emergence of understorey and tall canopy forbs used in naturalistic sowing mixes. A comparison of performance in vitro v the field."" Seed Science and Technology 35(3): 624-637.",2006,USA,"Various suppliers from several countries, mainly USA",39.583333333333336,-95.96666666666667,Y,Incubator,,,Filter paper,Petri,9 cm,3,20,30,N,0,None,None,N,Y,16,Y,10,20,10,16.666666666666664,15,20,60
TBMF,Primula vulgaris,Primula vulgaris,Primulaceae,"Ahmad, H. H., J. D. (2007). ""Germination and emergence of understorey and tall canopy forbs used in naturalistic sowing mixes. A comparison of performance in vitro v the field."" Seed Science and Technology 35(3): 624-637.",2006,USA,"Various suppliers from several countries, mainly USA",39.583333333333336,-95.96666666666667,Y,Incubator,,,Filter paper,Petri,9 cm,3,20,30,N,60,4,Cold,Y,Y,16,Y,10,20,10,16.666666666666664,15,49,60
TBMF,Primula elatior,Primula elatior,Primulaceae,"Ahmad, H. H., J. D. (2007). ""Germination and emergence of understorey and tall canopy forbs used in naturalistic sowing mixes. A comparison of performance in vitro v the field."" Seed Science and Technology 35(3): 624-637.",2006,USA,"Various suppliers from several countries, mainly USA",39.583333333333336,-95.96666666666667,Y,Incubator,,,Filter paper,Petri,9 cm,3,20,30,N,0,None,None,N,Y,16,Y,10,20,10,16.666666666666664,15,0,60
TBMF,Primula elatior,Primula elatior,Primulaceae,"Ahmad, H. H., J. D. (2007). ""Germination and emergence of understorey and tall canopy forbs used in naturalistic sowing mixes. A comparison of performance in vitro v the field."" Seed Science and Technology 35(3): 624-637.",2006,USA,"Various suppliers from several countries, mainly USA",39.583333333333336,-95.96666666666667,Y,Incubator,,,Filter paper,Petri,9 cm,3,20,30,N,150,4,Cold,Y,Y,16,Y,10,20,10,16.666666666666664,15,1,60
TBMF,Zanthoxylum schinifolium,Zanthoxylum schinifolium,Rutaceae,"Ahn, S.-Y., et al. (2014). ""Effect of Pre-treatment Methods and Germination Promoter on the Seed Emergence of Zanthoxylum schinifolium."" Journal of Agriculture & Life Science 48(5): 9-17.",2013,South Korea,"Jirisan Fue, South Korea",35.333333333333336,127.71666666666667,Y,Incubator,,,Filter paper,Petri,9 cm,3,100,16,N,240,4,Cold,Y,NA,NA,N,0,15,15,15,15,18,300
TBMF,Zanthoxylum schinifolium,Zanthoxylum schinifolium,Rutaceae,"Ahn, S.-Y., et al. (2014). ""Effect of Pre-treatment Methods and Germination Promoter on the Seed Emergence of Zanthoxylum schinifolium."" Journal of Agriculture & Life Science 48(5): 9-17.",2013,South Korea,"Jirisan Fue, South Korea",35.333333333333336,127.71666666666667,Y,Incubator,,,Filter paper,Petri,9 cm,3,100,16,Y,240,4,Cold,Y,NA,NA,N,0,20,20,20,20,93,300
TBMF,Zanthoxylum schinifolium,Zanthoxylum schinifolium,Rutaceae,"Ahn, S.-Y., et al. (2014). ""Effect of Pre-treatment Methods and Germination Promoter on the Seed Emergence of Zanthoxylum schinifolium."" Journal of Agriculture & Life Science 48(5): 9-17.",2013,South Korea,"Jirisan Fue, South Korea",35.333333333333336,127.71666666666667,Y,Incubator,,,Filter paper,Petri,9 cm,3,100,16,Y,240,4,Cold,Y,NA,NA,N,0,15,15,15,15,87,300
TBMF,Zanthoxylum schinifolium,Zanthoxylum schinifolium,Rutaceae,"Ahn, S.-Y., et al. (2014). ""Effect of Pre-treatment Methods and Germination Promoter on the Seed Emergence of Zanthoxylum schinifolium."" Journal of Agriculture & Life Science 48(5): 9-17.",2013,South Korea,"Jirisan Fue, South Korea",35.333333333333336,127.71666666666667,Y,Incubator,,,Filter paper,Petri,9 cm,3,100,16,N,240,4,Cold,Y,NA,NA,N,0,25,25,25,25,54,300
TBMF,Zanthoxylum schinifolium,Zanthoxylum schinifolium,Rutaceae,"Ahn, S.-Y., et al. (2014). ""Effect of Pre-treatment Methods and Germination Promoter on the Seed Emergence of Zanthoxylum schinifolium."" Journal of Agriculture & Life Science 48(5): 9-17.",2013,South Korea,"Jirisan Fue, South Korea",35.333333333333336,127.71666666666667,Y,Incubator,,,Filter paper,Petri,9 cm,3,100,16,Y,240,4,Cold,Y,NA,NA,N,0,25,25,25,25,132,300
TBMF,Zanthoxylum schinifolium,Zanthoxylum schinifolium,Rutaceae,"Ahn, S.-Y., et al. (2014). ""Effect of Pre-treatment Methods and Germination Promoter on the Seed Emergence of Zanthoxylum schinifolium."" Journal of Agriculture & Life Science 48(5): 9-17.",2013,South Korea,"Jirisan Fue, South Korea",35.333333333333336,127.71666666666667,Y,Incubator,,,Filter paper,Petri,9 cm,3,100,16,N,240,4,Cold,Y,NA,NA,N,0,20,20,20,20,36,300
TBMF,Betula pendula,Betula pendula,Betulaceae,"Ahola, V. and K. Leinonen (1999). ""Responses of Betula pendula, Picea abies, and Pinus sylvestris seeds to red/far-red ratios as affected by moist chilling and germination temperature."" Canadian Journal of Forest Research 29(11): 1709-1717.",1993,Finland,"Seed orchard No. 379, Patama, Finland",62.75,25.633333333333333,Y,Incubator,,,Filter paper,Petri,5.5 cm,1,50,37,N,0,None,None,N,Y,24,N,0,10,10,10,10,10,50
TBMF,Pinus sylvestris,Pinus sylvestris,Pinaceae,"Ahola, V. and K. Leinonen (1999). ""Responses of Betula pendula, Picea abies, and Pinus sylvestris seeds to red/far-red ratios as affected by moist chilling and germination temperature."" Canadian Journal of Forest Research 29(11): 1709-1717.",1993,Finland,"Seed orchard No. 249, Metsäväärä, Finland",61.56666666666667,26.3,Y,Incubator,,,Filter paper,Petri,5.5 cm,1,50,37,N,0,None,None,N,Y,24,N,0,20,20,20,20,48,50
TBMF,Picea abies,Picea abies,Pinaceae,"Ahola, V. and K. Leinonen (1999). ""Responses of Betula pendula, Picea abies, and Pinus sylvestris seeds to red/far-red ratios as affected by moist chilling and germination temperature."" Canadian Journal of Forest Research 29(11): 1709-1717.",1993,Finland,"Seed orchard No. 172, Palvaanjärvi, Finland",60.85,27.483333333333334,Y,Incubator,,,Filter paper,Petri,5.5 cm,1,50,37,N,0,None,None,N,Y,24,N,0,10,10,10,10,48,50
TBMF,Betula pendula,Betula pendula,Betulaceae,"Ahola, V. and K. Leinonen (1999). ""Responses of Betula pendula, Picea abies, and Pinus sylvestris seeds to red/far-red ratios as affected by moist chilling and germination temperature."" Canadian Journal of Forest Research 29(11): 1709-1717.",1993,Finland,"Seed orchard No. 379, Patama, Finland",62.75,25.633333333333333,Y,Incubator,,,Filter paper,Petri,5.5 cm,1,50,37,N,22,3,Cold,Y,Y,24,N,0,13,13,13,15,50,50
TBMF,Betula pendula,Betula pendula,Betulaceae,"Ahola, V. and K. Leinonen (1999). ""Responses of Betula pendula, Picea abies, and Pinus sylvestris seeds to red/far-red ratios as affected by moist chilling and germination temperature."" Canadian Journal of Forest Research 29(11): 1709-1717.",1993,Finland,"Seed orchard No. 379, Patama, Finland",62.75,25.633333333333333,Y,Incubator,,,Filter paper,Petri,5.5 cm,1,50,37,N,0,None,None,N,Y,24,N,0,16,16,16,15,48,50
TBMF,Picea abies,Picea abies,Pinaceae,"Ahola, V. and K. Leinonen (1999). ""Responses of Betula pendula, Picea abies, and Pinus sylvestris seeds to red/far-red ratios as affected by moist chilling and germination temperature."" Canadian Journal of Forest Research 29(11): 1709-1717.",1993,Finland,"Seed orchard No. 172, Palvaanjärvi, Finland",60.85,27.483333333333334,Y,Incubator,,,Filter paper,Petri,5.5 cm,1,50,37,N,22,3,Cold,Y,Y,24,N,0,10,10,10,10,48,50
TBMF,Picea abies,Picea abies,Pinaceae,"Ahola, V. and K. Leinonen (1999). ""Responses of Betula pendula, Picea abies, and Pinus sylvestris seeds to red/far-red ratios as affected by moist chilling and germination temperature."" Canadian Journal of Forest Research 29(11): 1709-1717.",1993,Finland,"Seed orchard No. 172, Palvaanjärvi, Finland",60.85,27.483333333333334,Y,Incubator,,,Filter paper,Petri,5.5 cm,1,50,37,N,0,None,None,N,Y,24,N,0,13,13,13,15,48,50
TBMF,Betula pendula,Betula pendula,Betulaceae,"Ahola, V. and K. Leinonen (1999). ""Responses of Betula pendula, Picea abies, and Pinus sylvestris seeds to red/far-red ratios as affected by moist chilling and germination temperature."" Canadian Journal of Forest Research 29(11): 1709-1717.",1993,Finland,"Seed orchard No. 379, Patama, Finland",62.75,25.633333333333333,Y,Incubator,,,Filter paper,Petri,5.5 cm,1,50,37,N,0,None,None,N,Y,24,N,0,13,13,13,15,48,50
TBMF,Picea abies,Picea abies,Pinaceae,"Ahola, V. and K. Leinonen (1999). ""Responses of Betula pendula, Picea abies, and Pinus sylvestris seeds to red/far-red ratios as affected by moist chilling and germination temperature."" Canadian Journal of Forest Research 29(11): 1709-1717.",1993,Finland,"Seed orchard No. 172, Palvaanjärvi, Finland",60.85,27.483333333333334,Y,Incubator,,,Filter paper,Petri,5.5 cm,1,50,37,N,0,None,None,N,Y,24,N,0,20,20,20,20,48,50
TBMF,Picea abies,Picea abies,Pinaceae,"Ahola, V. and K. Leinonen (1999). ""Responses of Betula pendula, Picea abies, and Pinus sylvestris seeds to red/far-red ratios as affected by moist chilling and germination temperature."" Canadian Journal of Forest Research 29(11): 1709-1717.",1993,Finland,"Seed orchard No. 172, Palvaanjärvi, Finland",60.85,27.483333333333334,Y,Incubator,,,Filter paper,Petri,5.5 cm,1,50,37,N,22,3,Cold,Y,Y,24,N,0,16,16,16,15,48,50
TBMF,Pinus sylvestris,Pinus sylvestris,Pinaceae,"Ahola, V. and K. Leinonen (1999). ""Responses of Betula pendula, Picea abies, and Pinus sylvestris seeds to red/far-red ratios as affected by moist chilling and germination temperature."" Canadian Journal of Forest Research 29(11): 1709-1717.",1993,Finland,"Seed orchard No. 249, Metsäväärä, Finland",61.56666666666667,26.3,Y,Incubator,,,Filter paper,Petri,5.5 cm,1,50,37,N,22,3,Cold,Y,Y,24,N,0,10,10,10,10,48,50
TBMF,Betula pendula,Betula pendula,Betulaceae,"Ahola, V. and K. Leinonen (1999). ""Responses of Betula pendula, Picea abies, and Pinus sylvestris seeds to red/far-red ratios as affected by moist chilling and germination temperature."" Canadian Journal of Forest Research 29(11): 1709-1717.",1993,Finland,"Seed orchard No. 379, Patama, Finland",62.75,25.633333333333333,Y,Incubator,,,Filter paper,Petri,5.5 cm,1,50,37,N,22,3,Cold,Y,Y,24,N,0,16,16,16,15,50,50
