ï..Taxon,TPLName,Family,Reference,Year,Country,Population,Latitude,Longitude,Dry_storage,Setting,Sterilization,Nutrients,Substrate,Container_type,Container_size,Container_number,Number_per_container,Incubation_days,Scarification,Stratification_days,Stratification_temperature,Stratification_type,Stratification,Light,Photoperiod,Alternating,Tdif,Tmax,Tmin,Tmean,Temperature,Germinated,Number_seeds
Stellaria media,Stellaria media,Caryophyllaceae,"van der Vegte, F. W. (1978). ""Population differentiation and germination ecology in Stellaria media (L.) Vill."" Oecologia 37(2): 231-245.",1977,Netherlands,The Netherlands,52.31666666666667,4.566666666666666,Y,Incubator,,,Filter paper,Tray,10 x 10 x 10 cm,2,100,42,N,0,None,None,N,Y,8,N,0,8,8,8,10,160,200
Stellaria media,Stellaria media,Caryophyllaceae,"van der Vegte, F. W. (1978). ""Population differentiation and germination ecology in Stellaria media (L.) Vill."" Oecologia 37(2): 231-245.",1977,Netherlands,The Netherlands,52.31666666666667,4.566666666666666,Y,Incubator,,,Filter paper,Tray,10 x 10 x 10 cm,2,100,42,N,0,None,None,N,Y,8,N,0,16,16,16,15,150,200
Stellaria media,Stellaria media,Caryophyllaceae,"van der Vegte, F. W. (1978). ""Population differentiation and germination ecology in Stellaria media (L.) Vill."" Oecologia 37(2): 231-245.",1977,Netherlands,The Netherlands,52.31666666666667,4.566666666666666,Y,Incubator,,,Filter paper,Tray,10 x 10 x 10 cm,2,100,42,N,0,None,None,N,Y,8,N,0,20,20,20,20,162,200
Stellaria media,Stellaria media,Caryophyllaceae,"van der Vegte, F. W. (1978). ""Population differentiation and germination ecology in Stellaria media (L.) Vill."" Oecologia 37(2): 231-245.",1977,Netherlands,The Netherlands,52.31666666666667,4.566666666666666,Y,Incubator,,,Filter paper,Tray,10 x 10 x 10 cm,2,100,42,N,0,None,None,N,Y,8,N,0,24,24,24,25,154,200
Origanum vulgare,Origanum vulgare,Lamiaceae,"van Tooren, B. F. P., T. L. (1988). ""Effects of Temperature and Light on the Germination in Chalk Grassland Species."" Functional Ecology 2(3): 303-310.",1985,Netherlands,"Vrakelberg Nature Reserve, The Netherlands",50.86666666666667,5.916666666666667,Y,Incubator,,,Cotton wool,Petri,,4,40,NA,N,0,None,None,N,N,0,Y,10,15,5,10,10,1,160
Origanum vulgare,Origanum vulgare,Lamiaceae,"van Tooren, B. F. P., T. L. (1988). ""Effects of Temperature and Light on the Germination in Chalk Grassland Species."" Functional Ecology 2(3): 303-310.",1985,Netherlands,"Vrakelberg Nature Reserve, The Netherlands",50.86666666666667,5.916666666666667,Y,Incubator,,,Cotton wool,Petri,,4,40,NA,N,0,None,None,N,Y,24,Y,10,22,12,17,15,145,160
Origanum vulgare,Origanum vulgare,Lamiaceae,"van Tooren, B. F. P., T. L. (1988). ""Effects of Temperature and Light on the Germination in Chalk Grassland Species."" Functional Ecology 2(3): 303-310.",1985,Netherlands,"Vrakelberg Nature Reserve, The Netherlands",50.86666666666667,5.916666666666667,Y,Incubator,,,Cotton wool,Petri,,4,40,NA,N,0,None,None,N,Y,24,Y,10,30,20,25,25,144,160
Origanum vulgare,Origanum vulgare,Lamiaceae,"van Tooren, B. F. P., T. L. (1988). ""Effects of Temperature and Light on the Germination in Chalk Grassland Species."" Functional Ecology 2(3): 303-310.",1985,Netherlands,"Vrakelberg Nature Reserve, The Netherlands",50.86666666666667,5.916666666666667,Y,Incubator,,,Cotton wool,Petri,,4,40,NA,N,56,4,Cold,Y,N,0,Y,10,30,20,25,25,61,160
Origanum vulgare,Origanum vulgare,Lamiaceae,"van Tooren, B. F. P., T. L. (1988). ""Effects of Temperature and Light on the Germination in Chalk Grassland Species."" Functional Ecology 2(3): 303-310.",1985,Netherlands,"Vrakelberg Nature Reserve, The Netherlands",50.86666666666667,5.916666666666667,Y,Incubator,,,Cotton wool,Petri,,4,40,NA,N,0,None,None,N,Y,24,Y,10,15,5,10,10,35,160
Origanum vulgare,Origanum vulgare,Lamiaceae,"van Tooren, B. F. P., T. L. (1988). ""Effects of Temperature and Light on the Germination in Chalk Grassland Species."" Functional Ecology 2(3): 303-310.",1985,Netherlands,"Vrakelberg Nature Reserve, The Netherlands",50.86666666666667,5.916666666666667,Y,Incubator,,,Cotton wool,Petri,,4,40,NA,N,56,4,Cold,Y,N,0,Y,10,15,5,10,10,65,160
Origanum vulgare,Origanum vulgare,Lamiaceae,"van Tooren, B. F. P., T. L. (1988). ""Effects of Temperature and Light on the Germination in Chalk Grassland Species."" Functional Ecology 2(3): 303-310.",1985,Netherlands,"Vrakelberg Nature Reserve, The Netherlands",50.86666666666667,5.916666666666667,Y,Incubator,,,Cotton wool,Petri,,4,40,NA,N,0,None,None,N,N,0,Y,10,30,20,25,25,43,160
Origanum vulgare,Origanum vulgare,Lamiaceae,"van Tooren, B. F. P., T. L. (1988). ""Effects of Temperature and Light on the Germination in Chalk Grassland Species."" Functional Ecology 2(3): 303-310.",1985,Netherlands,"Vrakelberg Nature Reserve, The Netherlands",50.86666666666667,5.916666666666667,Y,Incubator,,,Cotton wool,Petri,,4,40,NA,N,0,None,None,N,N,0,Y,10,22,12,17,15,19,160
Origanum vulgare,Origanum vulgare,Lamiaceae,"van Tooren, B. F. P., T. L. (1988). ""Effects of Temperature and Light on the Germination in Chalk Grassland Species."" Functional Ecology 2(3): 303-310.",1985,Netherlands,"Vrakelberg Nature Reserve, The Netherlands",50.86666666666667,5.916666666666667,Y,Incubator,,,Cotton wool,Petri,,4,40,NA,N,56,4,Cold,Y,Y,24,Y,10,22,12,17,15,130,160
Origanum vulgare,Origanum vulgare,Lamiaceae,"van Tooren, B. F. P., T. L. (1988). ""Effects of Temperature and Light on the Germination in Chalk Grassland Species."" Functional Ecology 2(3): 303-310.",1985,Netherlands,"Vrakelberg Nature Reserve, The Netherlands",50.86666666666667,5.916666666666667,Y,Incubator,,,Cotton wool,Petri,,4,40,NA,N,56,4,Cold,Y,Y,24,Y,10,30,20,25,25,145,160
Origanum vulgare,Origanum vulgare,Lamiaceae,"van Tooren, B. F. P., T. L. (1988). ""Effects of Temperature and Light on the Germination in Chalk Grassland Species."" Functional Ecology 2(3): 303-310.",1985,Netherlands,"Vrakelberg Nature Reserve, The Netherlands",50.86666666666667,5.916666666666667,Y,Incubator,,,Cotton wool,Petri,,4,40,NA,N,56,4,Cold,Y,Y,24,Y,10,15,5,10,10,146,160
Origanum vulgare,Origanum vulgare,Lamiaceae,"van Tooren, B. F. P., T. L. (1988). ""Effects of Temperature and Light on the Germination in Chalk Grassland Species."" Functional Ecology 2(3): 303-310.",1985,Netherlands,"Vrakelberg Nature Reserve, The Netherlands",50.86666666666667,5.916666666666667,Y,Incubator,,,Cotton wool,Petri,,4,40,NA,N,56,4,Cold,Y,N,0,Y,10,22,12,17,15,54,160
Geranium robertianum,Geranium robertianum,Geraniaceae,"Vandelook, F. and J. A. Van Assche (2010). ""A combined physical and physiological dormancy controls seasonal seedling emergence of Geranium robertianum."" Plant Biol (Stuttg) 12(5): 765-771.",2007,Belgium,"Leuven, Belgium",50.86666666666667,4.683333333333334,N,Incubator,,,Filter paper,Petri,9 cm,3,50,30,Y,0,None,None,N,Y,12,N,0,27.5,27.5,27.5,25,26,150
Geranium robertianum,Geranium robertianum,Geraniaceae,"Vandelook, F. and J. A. Van Assche (2010). ""A combined physical and physiological dormancy controls seasonal seedling emergence of Geranium robertianum."" Plant Biol (Stuttg) 12(5): 765-771.",2007,Belgium,"Leuven, Belgium",50.86666666666667,4.683333333333334,N,Incubator,,,Filter paper,Petri,9 cm,3,50,30,Y,90,5,Cold,Y,Y,12,N,0,17.5,17.5,17.5,15,144,150
Geranium robertianum,Geranium robertianum,Geraniaceae,"Vandelook, F. and J. A. Van Assche (2010). ""A combined physical and physiological dormancy controls seasonal seedling emergence of Geranium robertianum."" Plant Biol (Stuttg) 12(5): 765-771.",2007,Belgium,"Leuven, Belgium",50.86666666666667,4.683333333333334,N,Incubator,,,Filter paper,Petri,9 cm,3,50,30,Y,0,None,None,N,Y,12,N,0,22.5,22.5,22.5,20,116,150
Geranium robertianum,Geranium robertianum,Geraniaceae,"Vandelook, F. and J. A. Van Assche (2010). ""A combined physical and physiological dormancy controls seasonal seedling emergence of Geranium robertianum."" Plant Biol (Stuttg) 12(5): 765-771.",2007,Belgium,"Leuven, Belgium",50.86666666666667,4.683333333333334,N,Incubator,,,Filter paper,Petri,9 cm,3,50,30,Y,90,5,Cold,Y,Y,12,N,0,7.5,7.5,7.5,5,150,150
Geranium robertianum,Geranium robertianum,Geraniaceae,"Vandelook, F. and J. A. Van Assche (2010). ""A combined physical and physiological dormancy controls seasonal seedling emergence of Geranium robertianum."" Plant Biol (Stuttg) 12(5): 765-771.",2007,Belgium,"Leuven, Belgium",50.86666666666667,4.683333333333334,N,Incubator,,,Filter paper,Petri,9 cm,3,50,30,Y,0,None,None,N,Y,12,N,0,5,5,5,5,0,150
Geranium robertianum,Geranium robertianum,Geraniaceae,"Vandelook, F. and J. A. Van Assche (2010). ""A combined physical and physiological dormancy controls seasonal seedling emergence of Geranium robertianum."" Plant Biol (Stuttg) 12(5): 765-771.",2007,Belgium,"Leuven, Belgium",50.86666666666667,4.683333333333334,N,Incubator,,,Filter paper,Petri,9 cm,3,50,30,Y,90,5,Cold,Y,Y,12,N,0,22.5,22.5,22.5,20,134,150
Geranium robertianum,Geranium robertianum,Geraniaceae,"Vandelook, F. and J. A. Van Assche (2010). ""A combined physical and physiological dormancy controls seasonal seedling emergence of Geranium robertianum."" Plant Biol (Stuttg) 12(5): 765-771.",2007,Belgium,"Leuven, Belgium",50.86666666666667,4.683333333333334,N,Incubator,,,Filter paper,Petri,9 cm,3,50,30,Y,90,5,Cold,Y,Y,12,N,0,10,10,10,10,150,150
Geranium robertianum,Geranium robertianum,Geraniaceae,"Vandelook, F. and J. A. Van Assche (2010). ""A combined physical and physiological dormancy controls seasonal seedling emergence of Geranium robertianum."" Plant Biol (Stuttg) 12(5): 765-771.",2007,Belgium,"Leuven, Belgium",50.86666666666667,4.683333333333334,N,Incubator,,,Filter paper,Petri,9 cm,3,50,30,Y,90,5,Cold,Y,Y,12,N,0,30,30,30,30,30,150
Geranium robertianum,Geranium robertianum,Geraniaceae,"Vandelook, F. and J. A. Van Assche (2010). ""A combined physical and physiological dormancy controls seasonal seedling emergence of Geranium robertianum."" Plant Biol (Stuttg) 12(5): 765-771.",2007,Belgium,"Leuven, Belgium",50.86666666666667,4.683333333333334,N,Incubator,,,Filter paper,Petri,9 cm,3,50,30,Y,90,5,Cold,Y,Y,12,N,0,20,20,20,20,144,150
Geranium robertianum,Geranium robertianum,Geraniaceae,"Vandelook, F. and J. A. Van Assche (2010). ""A combined physical and physiological dormancy controls seasonal seedling emergence of Geranium robertianum."" Plant Biol (Stuttg) 12(5): 765-771.",2007,Belgium,"Leuven, Belgium",50.86666666666667,4.683333333333334,N,Incubator,,,Filter paper,Petri,9 cm,3,50,30,Y,0,None,None,N,Y,12,N,0,17.5,17.5,17.5,15,81,150
Geranium robertianum,Geranium robertianum,Geraniaceae,"Vandelook, F. and J. A. Van Assche (2010). ""A combined physical and physiological dormancy controls seasonal seedling emergence of Geranium robertianum."" Plant Biol (Stuttg) 12(5): 765-771.",2007,Belgium,"Leuven, Belgium",50.86666666666667,4.683333333333334,N,Incubator,,,Filter paper,Petri,9 cm,3,50,30,Y,0,None,None,N,Y,12,N,0,12.5,12.5,12.5,10,45,150
Geranium robertianum,Geranium robertianum,Geraniaceae,"Vandelook, F. and J. A. Van Assche (2010). ""A combined physical and physiological dormancy controls seasonal seedling emergence of Geranium robertianum."" Plant Biol (Stuttg) 12(5): 765-771.",2007,Belgium,"Leuven, Belgium",50.86666666666667,4.683333333333334,N,Incubator,,,Filter paper,Petri,9 cm,3,50,30,Y,90,5,Cold,Y,Y,12,N,0,25,25,25,25,76,150
Geranium robertianum,Geranium robertianum,Geraniaceae,"Vandelook, F. and J. A. Van Assche (2010). ""A combined physical and physiological dormancy controls seasonal seedling emergence of Geranium robertianum."" Plant Biol (Stuttg) 12(5): 765-771.",2007,Belgium,"Leuven, Belgium",50.86666666666667,4.683333333333334,N,Incubator,,,Filter paper,Petri,9 cm,3,50,30,Y,0,None,None,N,Y,12,N,0,20,20,20,20,112,150
Geranium robertianum,Geranium robertianum,Geraniaceae,"Vandelook, F. and J. A. Van Assche (2010). ""A combined physical and physiological dormancy controls seasonal seedling emergence of Geranium robertianum."" Plant Biol (Stuttg) 12(5): 765-771.",2007,Belgium,"Leuven, Belgium",50.86666666666667,4.683333333333334,N,Incubator,,,Filter paper,Petri,9 cm,3,50,30,Y,0,None,None,N,Y,12,N,0,7.5,7.5,7.5,5,2,150
Geranium robertianum,Geranium robertianum,Geraniaceae,"Vandelook, F. and J. A. Van Assche (2010). ""A combined physical and physiological dormancy controls seasonal seedling emergence of Geranium robertianum."" Plant Biol (Stuttg) 12(5): 765-771.",2007,Belgium,"Leuven, Belgium",50.86666666666667,4.683333333333334,N,Incubator,,,Filter paper,Petri,9 cm,3,50,30,Y,0,None,None,N,Y,12,N,0,10,10,10,10,4,150
Geranium robertianum,Geranium robertianum,Geraniaceae,"Vandelook, F. and J. A. Van Assche (2010). ""A combined physical and physiological dormancy controls seasonal seedling emergence of Geranium robertianum."" Plant Biol (Stuttg) 12(5): 765-771.",2007,Belgium,"Leuven, Belgium",50.86666666666667,4.683333333333334,N,Incubator,,,Filter paper,Petri,9 cm,3,50,30,Y,90,5,Cold,Y,Y,12,N,0,5,5,5,5,150,150
Geranium robertianum,Geranium robertianum,Geraniaceae,"Vandelook, F. and J. A. Van Assche (2010). ""A combined physical and physiological dormancy controls seasonal seedling emergence of Geranium robertianum."" Plant Biol (Stuttg) 12(5): 765-771.",2007,Belgium,"Leuven, Belgium",50.86666666666667,4.683333333333334,N,Incubator,,,Filter paper,Petri,9 cm,3,50,30,Y,90,5,Cold,Y,Y,12,N,0,15,15,15,15,150,150
Geranium robertianum,Geranium robertianum,Geraniaceae,"Vandelook, F. and J. A. Van Assche (2010). ""A combined physical and physiological dormancy controls seasonal seedling emergence of Geranium robertianum."" Plant Biol (Stuttg) 12(5): 765-771.",2007,Belgium,"Leuven, Belgium",50.86666666666667,4.683333333333334,N,Incubator,,,Filter paper,Petri,9 cm,3,50,30,Y,90,5,Cold,Y,Y,12,N,0,27.5,27.5,27.5,25,38,150
Geranium robertianum,Geranium robertianum,Geraniaceae,"Vandelook, F. and J. A. Van Assche (2010). ""A combined physical and physiological dormancy controls seasonal seedling emergence of Geranium robertianum."" Plant Biol (Stuttg) 12(5): 765-771.",2007,Belgium,"Leuven, Belgium",50.86666666666667,4.683333333333334,N,Incubator,,,Filter paper,Petri,9 cm,3,50,30,Y,90,5,Cold,Y,Y,12,N,0,12.5,12.5,12.5,10,150,150
Geranium robertianum,Geranium robertianum,Geraniaceae,"Vandelook, F. and J. A. Van Assche (2010). ""A combined physical and physiological dormancy controls seasonal seedling emergence of Geranium robertianum."" Plant Biol (Stuttg) 12(5): 765-771.",2007,Belgium,"Leuven, Belgium",50.86666666666667,4.683333333333334,N,Incubator,,,Filter paper,Petri,9 cm,3,50,30,Y,0,None,None,N,Y,12,N,0,25,25,25,25,60,150
Geranium robertianum,Geranium robertianum,Geraniaceae,"Vandelook, F. and J. A. Van Assche (2010). ""A combined physical and physiological dormancy controls seasonal seedling emergence of Geranium robertianum."" Plant Biol (Stuttg) 12(5): 765-771.",2007,Belgium,"Leuven, Belgium",50.86666666666667,4.683333333333334,N,Incubator,,,Filter paper,Petri,9 cm,3,50,30,Y,0,None,None,N,Y,12,N,0,15,15,15,15,69,150
Geranium robertianum,Geranium robertianum,Geraniaceae,"Vandelook, F. and J. A. Van Assche (2010). ""A combined physical and physiological dormancy controls seasonal seedling emergence of Geranium robertianum."" Plant Biol (Stuttg) 12(5): 765-771.",2007,Belgium,"Leuven, Belgium",50.86666666666667,4.683333333333334,N,Incubator,,,Filter paper,Petri,9 cm,3,50,30,Y,0,None,None,N,Y,12,N,0,30,30,30,30,6,150
Sanicula europaea,Sanicula europaea,Apiaceae,"Vandelook, F. V. A., J. A. (2008). ""Deep complex morphophysiological dormancy in Sanicula europaea (Apiaceae) fits a recurring pattern of dormancy types in genera with an Arcto-Tertiary distribution."" Botany 86(12): 1370-1377.",2007,Belgium,"Leuven, Belgium",50.85,4.683333333333334,Y,Incubator,,,Filter paper,Petri,,3,50,224,N,0,None,None,N,Y,12,N,0,10,10,10,10,108,150
Sanicula europaea,Sanicula europaea,Apiaceae,"Vandelook, F. V. A., J. A. (2008). ""Deep complex morphophysiological dormancy in Sanicula europaea (Apiaceae) fits a recurring pattern of dormancy types in genera with an Arcto-Tertiary distribution."" Botany 86(12): 1370-1377.",2007,Belgium,"Leuven, Belgium",50.85,4.683333333333334,Y,Incubator,,,Filter paper,Petri,,3,50,224,N,0,None,None,N,N,0,N,0,5,5,5,5,142,150
Sanicula europaea,Sanicula europaea,Apiaceae,"Vandelook, F. V. A., J. A. (2008). ""Deep complex morphophysiological dormancy in Sanicula europaea (Apiaceae) fits a recurring pattern of dormancy types in genera with an Arcto-Tertiary distribution."" Botany 86(12): 1370-1377.",2007,Belgium,"Leuven, Belgium",50.85,4.683333333333334,Y,Incubator,,,Filter paper,Petri,,3,50,224,N,0,None,None,N,Y,12,N,0,5,5,5,5,146,150
Sanicula europaea,Sanicula europaea,Apiaceae,"Vandelook, F. V. A., J. A. (2008). ""Deep complex morphophysiological dormancy in Sanicula europaea (Apiaceae) fits a recurring pattern of dormancy types in genera with an Arcto-Tertiary distribution."" Botany 86(12): 1370-1377.",2007,Belgium,"Leuven, Belgium",50.85,4.683333333333334,Y,Incubator,,,Filter paper,Petri,,3,50,224,N,0,None,None,N,N,0,N,0,10,10,10,10,30,150
Angelica sylvestris,Angelica sylvestris,Apiaceae,"Vandelook, F., et al. (2007). ""Multiple environmental signals required for embryo growth and germination of seeds of Selinum carvifolia (L.) L. and Angelica sylvestris L. (Apiaceae)."" Seed Science Research 17(4): 283-291.",2006,Belgium,"Diest, Belgium",50.8,5.05,N,Incubator,,,Filter paper,Petri,10 cm,3,50,14,N,112,5,Cold,Y,Y,12,N,0,10,10,10,10,12,150
Angelica sylvestris,Angelica sylvestris,Apiaceae,"Vandelook, F., et al. (2007). ""Multiple environmental signals required for embryo growth and germination of seeds of Selinum carvifolia (L.) L. and Angelica sylvestris L. (Apiaceae)."" Seed Science Research 17(4): 283-291.",2006,Belgium,"Diest, Belgium",50.8,5.05,N,Incubator,,,Filter paper,Petri,10 cm,3,50,14,N,0,None,None,N,Y,12,Y,10,20,10,15,15,0,150
Angelica sylvestris,Angelica sylvestris,Apiaceae,"Vandelook, F., et al. (2007). ""Multiple environmental signals required for embryo growth and germination of seeds of Selinum carvifolia (L.) L. and Angelica sylvestris L. (Apiaceae)."" Seed Science Research 17(4): 283-291.",2006,Belgium,"Diest, Belgium",50.8,5.05,N,Incubator,,,Filter paper,Petri,10 cm,3,50,14,N,0,None,None,N,N,0,Y,10,20,10,15,15,0,150
Angelica sylvestris,Angelica sylvestris,Apiaceae,"Vandelook, F., et al. (2007). ""Multiple environmental signals required for embryo growth and germination of seeds of Selinum carvifolia (L.) L. and Angelica sylvestris L. (Apiaceae)."" Seed Science Research 17(4): 283-291.",2006,Belgium,"Diest, Belgium",50.8,5.05,N,Incubator,,,Filter paper,Petri,10 cm,3,50,14,N,0,None,None,N,N,0,Y,9,15,6,10.5,10,0,150
Angelica sylvestris,Angelica sylvestris,Apiaceae,"Vandelook, F., et al. (2007). ""Multiple environmental signals required for embryo growth and germination of seeds of Selinum carvifolia (L.) L. and Angelica sylvestris L. (Apiaceae)."" Seed Science Research 17(4): 283-291.",2006,Belgium,"Diest, Belgium",50.8,5.05,N,Incubator,,,Filter paper,Petri,10 cm,3,50,14,N,0,None,None,N,Y,12,N,0,10,10,10,10,0,150
Angelica sylvestris,Angelica sylvestris,Apiaceae,"Vandelook, F., et al. (2007). ""Multiple environmental signals required for embryo growth and germination of seeds of Selinum carvifolia (L.) L. and Angelica sylvestris L. (Apiaceae)."" Seed Science Research 17(4): 283-291.",2006,Belgium,"Diest, Belgium",50.8,5.05,N,Incubator,,,Filter paper,Petri,10 cm,3,50,14,N,0,None,None,N,Y,12,N,0,23,23,23,25,0,150
Angelica sylvestris,Angelica sylvestris,Apiaceae,"Vandelook, F., et al. (2007). ""Multiple environmental signals required for embryo growth and germination of seeds of Selinum carvifolia (L.) L. and Angelica sylvestris L. (Apiaceae)."" Seed Science Research 17(4): 283-291.",2006,Belgium,"Diest, Belgium",50.8,5.05,N,Incubator,,,Filter paper,Petri,10 cm,3,50,14,N,112,5,Cold,Y,N,0,Y,10,20,10,15,15,60,150
