"families","species","species.original","life.form","H","L","N","ellenberg.L","eduardo.mayor.L","eduardo.filled.L","ell_light_uk","ell_L_it","L1.fr","L2.fr","L.cz","L.land","ellenberg.H","eduardo.mayor.H","eduardo.filled.H","ell_H_uk","ell_H_it","H1.fr","H2.fr","H.cz","H.land","ellenberg.N","eduardo.mayor.N","eduardo.filled.N","ell_N_uk","ell_N_it","N1.fr","N2.fr","N.cz","N.land"
"Apiaceae","Daucus_crinitus","Daucus_crinitus","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Apiaceae","Eryngium_campestre","Eryngium_campestre","perennial",1,3,2,"9","NA","4","NA","9","9","NA","9","4","4","NA","2","3","3","3","NA","3","1.5","3","NA","4","3","3","5","NA","3","2"
"Apiaceae","Eryngium_maritimum","Eryngium_maritimum","perennial",2,3,2,"9","5","NA","NA","11","9","NA","9","NA","5.333333333333333","2","NA","4","4","4","NA","4","NA","4","2","NA","4.3333333329999997","1","5","NA","4","NA"
"Apiaceae","Falcaria_vulgaris","Falcaria_vulgaris","annual",1,2,2,"7","NA","NA","NA","9","7","NA","7","4","4","NA","NA","3","3","4","NA","3","2.5","5","NA","NA","NA","2","6","NA","5","3"
"Apiaceae","Ferulago_campestris","Ferulago_campestris","perennial",1,1,2,"NA","NA","NA","NA","NA","7","NA","NA","3","NA","NA","NA","NA","NA","4","NA","NA","1","NA","NA","NA","NA","NA","7","NA","NA","2"
"Apiaceae","Ferulago_cypria","Ferulago_cypria","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Apiaceae","Ferulago_thyrsiflora","Ferulago_thyrsiflora","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Apiaceae","Foeniculum_vulgare","Foeniculum_vulgare","perennial",2,2,3,"NA","4","4","8","9","7","NA","7","4","NA","2","2","4.5","3","4.3333333333333304","NA","4","2.25","NA","3","3","6","7","7.3333333333333304","NA","7","3"
"Apiaceae","Helosciadium_nodiflorum","Helosciadium_nodiflorum","perennial",3,2,3,"NA","NA","NA","NA","NA","7.5","NA","NA","NA","NA","NA","NA","NA","NA","10.5","NA","NA","NA","NA","NA","NA","NA","NA","7","NA","NA","NA"
"Apiaceae","Helosciadium_repens","Helosciadium_repens","perennial",3,3,2,"NA","NA","NA","NA","NA","8","NA","NA","NA","NA","NA","NA","NA","NA","9","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","NA","NA"
"Apiaceae","Heracleum_angustisectum","Heracleum_angustisectum","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Apiaceae","Heracleum_sphondylium","Heracleum_sphondylium","perennial",2,2,3,"7","4","3.3333333330000001","NA","7","7","NA","7","3.5","7.333333333333333","3","3.3333333330000001","5","5","5.3333333333333304","NA","5","3","8","4","4","NA","8","8","NA","8","4"
"Apiaceae","Heracleum_stevenii","Heracleum_stevenii","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Apiaceae","Horstrissea_dolinicola","Horstrissea_dolinicola","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Apiaceae","Lagoecia_cuminoides","Lagoecia_cuminoides","annual",1,3,1,"NA","NA","NA","NA","11","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA"
"Apiaceae","Laserpitium_hispidum","Laserpitium_hispidum","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Apiaceae","Ligusticum_scoticum","Ligusticum_scoticum","perennial",2,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Apiaceae","Meum_athamanticum","Meum_athamanticum","perennial",2,2,2,"8","4","4","8","8","8","NA","8","4","6.666666666666667","3","3","5.3333333329999997","4","5","NA","6","2.5","3","2","2","3.3333333330000001","3","3","NA","4","2"
"Apiaceae","Myrrhoides_nodosa","Myrrhoides_nodosa","annual",2,1,2,"NA","NA","2","NA","NA","NA","NA","NA","3","NA","NA","3","NA","NA","NA","NA","NA","2.5","NA","NA","4","NA","NA","NA","NA","NA","3"
"Apiaceae","Oenanthe_aquatica","Oenanthe_aquatica","perennial",3,1,3,"7","NA","NA","7","7","7","NA","7","3","1.3333333333333333","NA","NA","10","10","10.5","NA","10","5","6","NA","NA","6.3333333329999997","5","6","NA","7","4"
"Apiaceae","Oenanthe_crocata","Oenanthe_crocata","perennial",3,2,2,"NA","4","4","NA","7","8","NA","NA","4","NA","5","5","9","9","7","NA","NA","5","NA","2","2","7","4","5","NA","NA","3"
"Apiaceae","Oenanthe_fistulosa","Oenanthe_fistulosa","perennial",3,2,2,"7","NA","NA","7","7","8","NA","7","4","12","NA","NA","9","9","8","NA","9","4.5","5","NA","NA","5.3333333329999997","5","5","NA","5","3"
"Apiaceae","Oenanthe_pimpinelloides","Oenanthe_pimpinelloides","perennial",2,1,2,"NA","NA","NA","7","5","8","NA","NA","3.5","NA","NA","NA","7","4","5","NA","NA","4","NA","NA","NA","3","4","5","NA","NA","3"
"Apiaceae","Opopanax_chironium","Opopanax_chironium&bulgaricum","perennial",2,2,2,"NA","NA","NA","NA","7","7","NA","NA","4","NA","NA","NA","NA","4","4","NA","NA","2","NA","NA","NA","NA","3","4","NA","NA","3"
"Apiaceae","Orlaya_grandiflora","Orlaya_grandiflora","annual",1,2,2,"7","NA","NA","NA","7","7","NA","8","4","4","NA","NA","NA","3","4","NA","3","1","4","NA","NA","NA","6","5","NA","4","3"
"Apiaceae","Pastinaca_sativa","Pastinaca_sativa","perennial",2,2,2,"8","4","4","7.6666666670000003","8","7","NA","8","4","5.333333333333333","2","2","4.3333333329999997","4","4.2","NA","5","2.5","5","3","3.5","5","5","6.2","NA","5","3.5"
"Apiaceae","Petroselinum_segetum","Petroselinum_segetum","annual",2,2,2,"NA","4","4","NA","9","NA","NA","NA","NA","NA","3","3","5","3","NA","NA","NA","NA","NA","4","4","6","3","NA","NA","NA","NA"
"Apiaceae","Peucedanum_alsaticum","Peucedanum_alsaticum","perennial",2,2,2,"7","NA","NA","NA","NA","NA","NA","7","3","5.333333333333333","NA","NA","NA","NA","NA","NA","4","2","3","NA","NA","NA","NA","NA","NA","3","2.5"
"Apiaceae","Peucedanum_cervaria","Peucedanum_cervaria","perennial",1,1,2,"7","NA","NA","NA","7","NA","NA","7","3","4","NA","NA","NA","3","NA","NA","3","2","3","NA","NA","NA","3","NA","NA","3","2"
"Apiaceae","Peucedanum_officinale","Peucedanum_officinale","perennial",2,1,1,"7","NA","NA","NA","7","7","NA","7","3","5.333333333333333","NA","NA","4.5","4","4","NA","4","2.5","2","NA","NA","NA","2","3","NA","3","2"
"Apiaceae","Peucedanum_palustre","Peucedanum_palustre","perennial",3,2,2,"7","NA","NA","7","NA","NA","NA","7","3","12","NA","NA","9","NA","NA","NA","9","4.5","4","NA","NA","NA","NA","NA","NA","4","2"
"Apiaceae","Physospermum_cornubiense","Physospermum_cornubiense","perennial",2,1,2,"NA","2","2","NA","5","7","NA","NA","3","NA","3","3","5","5","6","NA","NA","2.5","NA","2","2","4","4","5","NA","NA","3"
"Apiaceae","Pimpinella_major","Pimpinella_major","perennial",2,1,3,"7","4","4","7","7","6","NA","7","3","6.666666666666667","3","3","5","6","5","NA","5","3.5","5.5","3","3","NA","7","6","NA","6","4"
"Apiaceae","Pimpinella_saxifraga","Pimpinella_saxifraga","perennial",2,2,1,"7.6666666666666696","4","4","7","7","NA","NA","7","4","4.4444444444444393","2","2","3.3333333330000001","3","NA","NA","3","2.5","2.3333333333333299","2","2","NA","2","NA","NA","3","2"
"Apiaceae","Prangos_trifida","Prangos_trifida","perennial",2,3,2,"NA","NA","NA","NA","NA","9","NA","NA","NA","NA","NA","NA","NA","NA","4","NA","NA","NA","NA","NA","NA","NA","NA","5","NA","NA","NA"
"Apiaceae","Rumia_crithmifolia","Rumia_crithmifolia","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Apiaceae","Scandix_iberica","Scandix_iberica","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Apiaceae","Scandix_pecten-veneris","Scandix_pecten-veneris","perennial",1,2,2,"7","4","4","7.3333333329999997","NA","8.25","NA","8","4","4","2","2","3.3333333330000001","NA","3","NA","3","1.5","4","2","2","4","NA","6","NA","4","3"
"Apiaceae","Selinum_carvifolia","Selinum_carvifolia","perennial",3,1,2,"7","4","NA","6.6666666670000003","7","7","NA","6","3","9.3333333333333339","3","NA","7","7","8","NA","7","4","3","2","NA","3.6666666669999999","2","3","NA","4","2"
"Apiaceae","Seseli_annum","Seseli_annum","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Apiaceae","Seseli_gummiferum","Seseli_gummiferum","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Apiaceae","Seseli_lehmannii","Seseli_lehmannii","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Apiaceae","Seseli_libanotis","Seseli_libanotis","perennial",1,2,1,"7","4","4","NA","7","NA","NA","NA","4","4","1","1","4","3","NA","NA","NA","2","2","1","1","NA","2","NA","NA","NA","2"
"Apiaceae","Seseli_osseum","Seseli_osseum","perennial",1,3,1,"NA","NA","NA","NA","NA","NA","NA","9","4","NA","NA","NA","NA","NA","NA","NA","2","1.5","NA","NA","NA","NA","NA","NA","NA","2","2"
"Apiaceae","Seseli_rigidum","Seseli_rigidum","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Apiaceae","Silaum_silaus","Silaum_silaus","perennial",3,2,2,"7","NA","NA","NA","7","NA","NA","7","4","6.666666666666667","NA","NA","5","7","NA","NA","7","3.5","3","NA","NA","4","2","NA","NA","5","2"
"Apiaceae","Sison_amomum","Sison_amomum","perennial",2,1,3,"NA","3","3","7","7","8","NA","NA","3","NA","3","3","4","5","4","NA","NA","2.5","NA","4","4","NA","5","7","NA","NA","3"
"Apiaceae","Sium_latifolium","Sium_latifolium","perennial",3,1,3,"7","NA","NA","7","5","7","NA","7","3","1.3333333333333333","NA","NA","NA","10","9","NA","10","4.5","7","NA","NA","7","8","6","NA","7","4"
"Apiaceae","Smyrnium_creticum","Smyrnium_creticum","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Apiaceae","Smyrnium_olusatrum","Smyrnium_olusatrum","perennial",2,1,3,"NA","3","3","7","6","7","NA","NA","3","NA","4","4","5","4","5","NA","NA","3","NA","3","3","NA","9","8","NA","NA","4"
"Apiaceae","Thapsia_villosa","Thapsia_villosa","perennial",2,3,1,"NA","5","5","NA","NA","9","NA","NA","NA","NA","2","2","NA","NA","4","NA","NA","NA","NA","1","1","NA","NA","4","NA","NA","NA"
"Apiaceae","Tordylium_maximum","Tordylium_maximum","annual",1,2,2,"7","4","4","7","7","7","NA","7","3","4","2","2","3","3","4","NA","3","2","5","3","3","NA","3","6","NA","6","3"
"Apiaceae","Torilis_arvensis","Torilis_arvensis","annual",2,2,3,"7","3.6666666669999999","3.75","NA","7","7","NA","7","4","5.333333333333333","2","2.25","4","4","4","NA","4","2","4","4","4.5","NA","6","7","NA","6","4"
"Apiaceae","Torilis_japonica","Torilis_japonica","annual",2,1,3,"6","3","3","NA","6","6","NA","6","3","6.666666666666667","3","3","5","5","5","NA","5","3","8","4","4","7.6666666670000003","8","8","NA","8","4"
"Apiaceae","Torilis_leptophylla","Torilis_leptophylla","annual",2,2,3,"NA","NA","NA","NA","7","8","NA","NA","4","NA","NA","NA","NA","3","4","NA","NA","2","NA","NA","NA","NA","6","6","NA","NA","4"
"Apiaceae","Torilis_nodosa","Torilis_nodosa","annual",2,2,3,"8","4","4","NA","7","8","NA","8","4","5.333333333333333","2","2","4.3333333329999997","4","4","NA","4","2","6","3","3","6.3333333329999997","6","7","NA","7","3"
"Apiaceae","Trinia_glauca","Trinia_glauca","perennial",1,3,1,"9","4","4","NA","9","9","NA","9","4","1.3333333333333333","1","1","1.6666666670000001","1","3","NA","2","1.5","1","2","2","1.3333333329999999","1","1","NA","2","2"
"Apocynaceae","Cionura_erecta","Cionura_erecta","woody",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Apocynaceae","Cynanchum_acutum","Cynanchum_acutum","woody",2,2,3,"NA","NA","NA","NA","7","8","NA","NA","NA","NA","NA","NA","NA","7","6","NA","NA","NA","NA","NA","NA","NA","5","7","NA","NA","NA"
"Apocynaceae","Periploca_angustifolia","Periploca_angustifolia","woody",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Apocynaceae","Periploca_graeca","Periploca_graeca","woody",3,2,2,"NA","NA","NA","NA","8","8","NA","NA","NA","NA","NA","NA","NA","7","7","NA","NA","NA","NA","NA","NA","NA","4","6","NA","NA","NA"
"Apocynaceae","Vincetoxicum_hirundinaria","Vincetoxicum_hirundinaria","perennial",2,1,2,"6","5","4.5","NA","6","6","NA","6","3","4","2","2","NA","3","4","NA","3","2.5","3","2","2","NA","3","4","NA","3","2"
"Araceae","Arum_purpureospathum","Arum_purpureospathum","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Araceae","Calla_palustris","Calla_palustris","perennial",3,1,2,"6","NA","NA","NA","NA","6","NA","6","3","12","NA","NA","10","NA","9","NA","10","5","4","NA","NA","4.5","NA","4","NA","5","2"
"Araliaceae","Hedera_helix","Hedera_helix","woody",2,1,2,"4","3","2.3333333330000001","NA","4","4","NA","4","2","6.666666666666667","3","3","5","5","5","NA","5","3","5","3","2.3333333330000001","NA","5","6","NA","6","3"
"Arecaceae","Phoenix_theophrasti","Phoenix_theophrasti","woody",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Asparagaceae","Asparagus_albus","Asparagus_albus","woody",1,1,2,"NA","NA","NA","NA","8","6","NA","NA","NA","NA","NA","NA","NA","2","4","NA","NA","NA","NA","NA","NA","NA","2","4","NA","NA","NA"
"Asparagaceae","Asparagus_officinalis","Asparagus_officinalis","perennial",2,2,2,"6","NA","NA","NA","8","NA","NA","7","4","4","NA","NA","4","5","NA","NA","3","2","4","NA","NA","4.3333333329999997","5","NA","NA","4","3"
"Asparagaceae","Bellevalia_brevipedicellata","Bellevalia_brevipedicellata","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Asparagaceae","Chionodoxa_lochiae","Chionodoxa_lochiae","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Asparagaceae","Hyacinthoides_non-scripta","Hyacinthoides_non-scripta","perennial",2,1,2,"NA","NA","2.5","NA","NA","4","NA","NA","3","NA","NA","3","5","NA","4","NA","NA","3","NA","NA","3.5","6","NA","3","NA","NA","3"
"Asparagaceae","Muscari_neglectum","Muscari_neglectum","perennial",2,2,2,"7","NA","4","7","7","7","NA","7","4","4","NA","2","3","4","4","NA","3","2.5","5","NA","4","NA","3","5","NA","4","3"
"Asparagaceae","Muscari_szovitsianum","Muscari_szovitsianum","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Asparagaceae","Muscari_tenuiflorum","Muscari_tenuiflorum","perennial",2,2,2,"7","NA","NA","NA","NA","NA","NA","7","5","4","NA","NA","NA","NA","NA","NA","3","2","5","NA","NA","NA","NA","NA","NA","3","3"
"Asparagaceae","Ornithogalum_chionophilum","Ornithogalum_chionophilum","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Asparagaceae","Ornithogalum_narbonense","Ornithogalum_narbonense","perennial",2,2,2,"NA","NA","NA","NA","NA","NA","NA","NA","4","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","3"
"Asparagaceae","Ornithogalum_pyrenaicum","Ornithogalum_pyrenaicum","perennial",2,1,2,"4","3","3","5","NA","NA","NA","6","3.5","6.666666666666667","3","3","5","NA","NA","NA","5","3.25","5","3","3","5","NA","NA","NA","5","3"
"Asparagaceae","Prospero_autumnale","Prospero_autumnale","perennial",2,3,1,"NA","NA","4","NA","NA","8","NA","NA","NA","NA","NA","1","NA","NA","4","NA","NA","NA","NA","NA","2","NA","NA","2","NA","NA","NA"
"Asparagaceae","Scilla_morrisii","Scilla_morrisii","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Asteraceae","Achillea_biebersteinii","Achillea_biebersteinii","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Asteraceae","Achillea_clavennae","Achillea_clavennae","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Asteraceae","Achillea_clypeolata","Achillea_clypeolata","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Asteraceae","Achillea_collina","Achillea_collina","perennial",1,2,2,"NA","NA","NA","NA","NA","8","NA","7","4","NA","NA","NA","NA","NA","4","NA","4","1","NA","NA","NA","NA","NA","3","NA","4","2"
"Asteraceae","Achillea_cretica","Achillea_cretica","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Asteraceae","Achillea_distans","Achillea_distans","perennial",2,1,2,"NA","NA","NA","NA","7","7.5","NA","NA","3","NA","NA","NA","NA","4","5","NA","NA","3","NA","NA","NA","NA","3","5","NA","NA","4"
"Asteraceae","Achillea_maritima","Achillea_maritima","perennial",2,3,2,"NA","NA","NA","NA","NA","9","NA","NA","NA","NA","NA","NA","NA","NA","4.6666666666666696","NA","NA","NA","NA","NA","NA","NA","NA","5","NA","NA","NA"
"Asteraceae","Achillea_millefolium","Achillea_millefolium","perennial",2,2,2,"8.1999999999999993","4","4","7.3333333329999997","8","NA","NA","7","4","4.2666666666666675","3","3","4.6666666670000003","4","NA","NA","5","2.5","3.4","3","3","4.6666666670000003","5","NA","NA","5","3"
"Asteraceae","Achillea_moschata","Achillea_moschata","perennial",2,3,1,"9","NA","NA","NA","9","NA","NA","NA","5","8","NA","NA","NA","4","NA","NA","NA","3","2","NA","NA","NA","1","NA","NA","NA","2"
"Asteraceae","Achillea_ptarmica","Achillea_ptarmica","perennial",3,2,2,"8","NA","4","7.3333333329999997","8","8","NA","7","4","10.666666666666666","NA","4","7.6666666670000003","8","7.3333333333333304","NA","8","4","2","NA","4","3","2","3.6666666666666701","NA","4","3"
"Asteraceae","Adenostyles_alliariae","Adenostyles_alliariae","perennial",3,1,3,"6","2","2","NA","6","6","NA","5","2","8","3","3","NA","6","7","NA","6","3.5","8","4","4","NA","8","8","NA","7","4"
"Asteraceae","Allagopappus_dichotomus","Allagopappus_dichotomus","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Asteraceae","Amberboa_glauca","Amberboa_glauca","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Asteraceae","Anthemis_abrotanifolia","Anthemis_abrotanifolia","annual",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Asteraceae","Anthemis_arvensis","Anthemis_arvensis","annual",2,2,2,"7","4","4","7","7","7.2","NA","7","4","5.333333333333333","2","2.6666666669999999","4","4","4.5999999999999996","NA","4","2.25","6","3","3.6666666669999994","6","6","5.8","NA","6","2"
"Asteraceae","Anthemis_cotula","Anthemis_cotula","perennial",2,2,2,"7","4","4","7","7","7","NA","7","4","5.333333333333333","2","2","4.6666666670000003","4","4","NA","5","2","5","3","3","6","5","5","NA","7","3"
"Asteraceae","Anthemis_cretica","Anthemis_cretica","perennial",2,2,2,"NA","NA","5","NA","NA","8","NA","NA","4","NA","NA","1.5","NA","NA","5","NA","NA","3","NA","NA","1.5","NA","NA","2.8","NA","NA","2"
"Asteraceae","Anthemis_glaberrima","Anthemis_glaberrima","annual",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
